[2017-01-06 14:35:59.319] [TRACE] 新蓝网 - DealWith instantiation ...
[2017-01-06 14:36:04.112] [DEBUG] 新蓝网 - 新蓝网 279637 加入缓存队列
[2017-01-06 14:36:04.232] [DEBUG] 新蓝网 - 新蓝网 279636 加入缓存队列
[2017-01-06 14:36:04.348] [DEBUG] 新蓝网 - 新蓝网 279635 加入缓存队列
[2017-01-06 14:36:04.463] [DEBUG] 新蓝网 - 新蓝网 279634 加入缓存队列
[2017-01-06 14:36:05.549] [DEBUG] 新蓝网 - 新蓝网 279633 加入缓存队列
[2017-01-06 14:36:05.672] [DEBUG] 新蓝网 - 新蓝网 279632 加入缓存队列
[2017-01-06 14:36:05.798] [DEBUG] 新蓝网 - 新蓝网 279631 加入缓存队列
[2017-01-06 14:36:05.916] [DEBUG] 新蓝网 - 新蓝网 279630 加入缓存队列
[2017-01-06 14:36:06.233] [DEBUG] 新蓝网 - 新蓝网 279629 加入缓存队列
[2017-01-06 14:36:06.346] [DEBUG] 新蓝网 - 新蓝网 279628 加入缓存队列
[2017-01-06 14:36:06.455] [DEBUG] 新蓝网 - 新蓝网 276544 加入缓存队列
[2017-01-06 14:36:06.571] [DEBUG] 新蓝网 - 新蓝网 275530 加入缓存队列
[2017-01-06 14:36:07.877] [DEBUG] 新蓝网 - 新蓝网 275529 加入缓存队列
[2017-01-06 14:36:07.985] [DEBUG] 新蓝网 - 新蓝网 275528 加入缓存队列
[2017-01-06 14:36:08.091] [DEBUG] 新蓝网 - 新蓝网 275527 加入缓存队列
[2017-01-06 14:36:08.200] [DEBUG] 新蓝网 - 新蓝网 275526 加入缓存队列
[2017-01-06 14:36:09.679] [DEBUG] 新蓝网 - 新蓝网 275525 加入缓存队列
[2017-01-06 14:36:09.779] [DEBUG] 新蓝网 - 新蓝网 275524 加入缓存队列
[2017-01-06 14:36:09.889] [DEBUG] 新蓝网 - 新蓝网 275523 加入缓存队列
[2017-01-06 14:36:10.005] [DEBUG] 新蓝网 - 新蓝网 275522 加入缓存队列
[2017-01-06 14:36:10.121] [DEBUG] 新蓝网 - 新蓝网 275521 加入缓存队列
[2017-01-06 14:36:10.238] [DEBUG] 新蓝网 - 新蓝网 275520 加入缓存队列
[2017-01-06 14:36:10.365] [DEBUG] 新蓝网 - 新蓝网 275519 加入缓存队列
[2017-01-06 14:36:10.487] [DEBUG] 新蓝网 - 新蓝网 275518 加入缓存队列
[2017-01-06 14:36:10.613] [DEBUG] 新蓝网 - 新蓝网 275517 加入缓存队列
[2017-01-06 14:36:10.734] [DEBUG] 新蓝网 - 新蓝网 275516 加入缓存队列
[2017-01-06 14:36:10.842] [DEBUG] 新蓝网 - 新蓝网 272470 加入缓存队列
[2017-01-06 14:36:10.963] [DEBUG] 新蓝网 - 新蓝网 272469 加入缓存队列
[2017-01-06 14:36:11.071] [DEBUG] 新蓝网 - 新蓝网 272468 加入缓存队列
[2017-01-06 14:36:11.193] [DEBUG] 新蓝网 - 新蓝网 272467 加入缓存队列
[2017-01-06 14:36:11.317] [DEBUG] 新蓝网 - 新蓝网 272466 加入缓存队列
[2017-01-06 14:36:11.497] [DEBUG] 新蓝网 - 新蓝网 272465 加入缓存队列
[2017-01-06 14:36:11.611] [DEBUG] 新蓝网 - 新蓝网 272464 加入缓存队列
[2017-01-06 14:36:11.729] [DEBUG] 新蓝网 - 新蓝网 272463 加入缓存队列
[2017-01-06 14:36:11.849] [DEBUG] 新蓝网 - 新蓝网 272462 加入缓存队列
[2017-01-06 14:36:11.956] [DEBUG] 新蓝网 - 新蓝网 272461 加入缓存队列
[2017-01-06 14:36:12.071] [DEBUG] 新蓝网 - 新蓝网 272460 加入缓存队列
[2017-01-06 14:36:12.199] [DEBUG] 新蓝网 - 新蓝网 272459 加入缓存队列
