[2016-11-27 15:45:51.027] [TRACE] 今日头条 - DealWith instantiation ...
[2016-11-27 15:45:51.043] [TRACE] 今日头条 - spiderCore instantiation ...
[2016-11-27 15:45:51.043] [TRACE] 今日头条 - 启动函数
[2016-11-27 15:45:51.078] [DEBUG] 今日头条 - 任务信息数据库连接建立...成功
[2016-11-27 15:45:51.078] [DEBUG] 今日头条 - 缓存队列数据库连接建立...成功
[2016-11-27 15:45:51.078] [DEBUG] 今日头条 - 创建数据库连接完毕
[2016-11-27 15:45:51.078] [INFO] 今日头条 - { p: '6', id: '50246551362', name: '视频不重要评论最搞笑' }
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 王大锤当保安吐槽安保系统，柯达和小爱竟擦出爱情火花
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 王大锤五指山镇压泼猴刘循子墨，教授易小星带其西天取经
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 王大锤和子墨的爱情故事：我曾许下心愿知道我是变态的我就嫁给他
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 王大锤最终还是击败了理发师青龙，竟是没有钱办会员卡
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 王大锤参加日本“真人秀节目”荒野求生，吃“恶心”食物
[2016-11-27 15:45:51.292] [DEBUG] 今日头条 - 男子机场逃亡不忘耍帅，仗着腿长玩跨栏，结果摔了一个大马哈
[2016-11-27 15:45:51.307] [DEBUG] 今日头条 - 《昆虫总动员》瓢虫宝宝出生了，瓢虫爸妈教宝宝飞行
[2016-11-27 15:45:51.307] [DEBUG] 今日头条 - 张柏芝、郑秀文争做齐宣王的王后，郑秀文掉井里，齐宣王落井下石
[2016-11-27 15:45:51.307] [DEBUG] 今日头条 - 实习神仙齐桓公与张柏芝斗法反被困，大声呼喊：不要搞我的子孙
[2016-11-27 15:45:51.307] [DEBUG] 今日头条 - 齐宣王在夜叉山碰到寨主钟无艳，一个行为当即让他决意娶她做王后
[2016-11-27 15:45:51.376] [DEBUG] 今日头条 - 王大锤当保安吐槽安保系统，柯达和小爱竟擦出爱情火花
[2016-11-27 15:45:51.391] [DEBUG] 今日头条 - 王大锤五指山镇压泼猴刘循子墨，教授易小星带其西天取经
[2016-11-27 15:45:51.391] [DEBUG] 今日头条 - 王大锤和子墨的爱情故事：我曾许下心愿知道我是变态的我就嫁给他
[2016-11-27 15:45:51.391] [DEBUG] 今日头条 - 王大锤最终还是击败了理发师青龙，竟是没有钱办会员卡
[2016-11-27 15:45:51.407] [DEBUG] 今日头条 - 王大锤参加日本“真人秀节目”荒野求生，吃“恶心”食物
[2016-11-27 15:45:51.407] [DEBUG] 今日头条 - 男子机场逃亡不忘耍帅，仗着腿长玩跨栏，结果摔了一个大马哈
[2016-11-27 15:45:51.422] [DEBUG] 今日头条 - 《昆虫总动员》瓢虫宝宝出生了，瓢虫爸妈教宝宝飞行
[2016-11-27 15:45:51.426] [DEBUG] 今日头条 - 张柏芝、郑秀文争做齐宣王的王后，郑秀文掉井里，齐宣王落井下石
[2016-11-27 15:45:51.429] [DEBUG] 今日头条 - 实习神仙齐桓公与张柏芝斗法反被困，大声呼喊：不要搞我的子孙
[2016-11-27 15:45:51.432] [DEBUG] 今日头条 - 齐宣王在夜叉山碰到寨主钟无艳，一个行为当即让他决意娶她做王后
[2016-11-27 15:45:51.435] [DEBUG] 今日头条 - 吴孟达整蛊金城武和小文，结果反而自己被整的很惨
[2016-11-27 15:45:51.438] [DEBUG] 今日头条 - 路边烧烤摊欠我一个像金城武这样的帅哥
[2016-11-27 15:45:51.443] [DEBUG] 今日头条 - 小文嫌苍蝇太瘦了没有肉不好吃，小龙马上抓了一只肥的给他
[2016-11-27 15:45:51.446] [DEBUG] 今日头条 - 小文一个招式就打败了黄飞鸿的师父
[2016-11-27 15:45:51.448] [DEBUG] 今日头条 - 一个人黑夜上厕所时，下水道冒出东西来怎么办？
[2016-11-27 15:45:51.452] [DEBUG] 今日头条 - 徐若瑄问释小龙是本人吗？小龙拍桌子说：不是本人，是中国人
