[2017-01-05 16:15:31.006] [TRACE] 第一视频 - DealWith instantiation ...
  errmsg: '<html><head><title>Apache Tomcat/6.0.33 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 500 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Exception report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The server encountered an internal error () that prevented it from fulfilling this request.</u></p><p><b>exception</b> <pre>org.springframework.web.util.NestedServletException: Request processing failed; nested exception is net.sf.json.JSONException: null object\n\torg.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:978)\n\torg.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:617)\n\torg.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:717)\n\torg.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:88)\n\torg.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)\n</pre></p><p><b>root cause</b> <pre>net.sf.json.JSONException: null object\n\tnet.sf.json.JSONObject.verifyIsNull(JSONObject.java:2744)\n\tnet.sf.json.JSONObject.getInt(JSONObject.java:2016)\n\tcn.v1.app.site.controller.PlayController.relatedVideo(PlayController.java:529)\n\tcn.v1.app.site.controller.PlayController.play(PlayController.java:134)\n\tsun.reflect.GeneratedMethodAccessor138.invoke(Unknown Source)\n\tsun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tjava.lang.reflect.Method.invoke(Method.java:606)\n\torg.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)\n\torg.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137)\n\torg.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:110)\n\torg.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:777)\n\torg.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:706)\n\torg.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)\n\torg.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:943)\n\torg.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:877)\n\torg.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:966)\n\torg.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:617)\n\torg.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:717)\n\torg.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:88)\n\torg.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)\n</pre></p><p><b>note</b> <u>The full stack trace of the root cause is available in the Apache Tomcat/6.0.33 logs.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/6.0.33</h3></body></html>' }
[2017-01-05 16:18:23.923] [DEBUG] 第一视频 - 第一视频 14441379 加入缓存队列
[2017-01-05 16:18:24.207] [ERROR] 第一视频 - 请求状态有误: 500
[2017-01-05 16:18:24.207] [ERROR] 第一视频 - error url: http://www.v1.cn/video/v_14441335.jhtml
[2017-01-05 16:18:24.207] [ERROR] 第一视频 - 单个DOM接口请求错误 :  { code: 500,
  errmsg: '<html><head><title>Apache Tomcat/6.0.33 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 500 - </h1><HR size="1" noshade="noshade"><p><b>type</b> Exception report</p><p><b>message</b> <u></u></p><p><b>description</b> <u>The server encountered an internal error () that prevented it from fulfilling this request.</u></p><p><b>exception</b> <pre>org.springframework.web.util.NestedServletException: Request processing failed; nested exception is net.sf.json.JSONException: null object\n\torg.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:978)\n\torg.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:617)\n\torg.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:717)\n\torg.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:88)\n\torg.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)\n</pre></p><p><b>root cause</b> <pre>net.sf.json.JSONException: null object\n\tnet.sf.json.JSONObject.verifyIsNull(JSONObject.java:2744)\n\tnet.sf.json.JSONObject.getInt(JSONObject.java:2016)\n\tcn.v1.app.site.controller.PlayController.relatedVideo(PlayController.java:529)\n\tcn.v1.app.site.controller.PlayController.play(PlayController.java:134)\n\tsun.reflect.GeneratedMethodAccessor138.invoke(Unknown Source)\n\tsun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tjava.lang.reflect.Method.invoke(Method.java:606)\n\torg.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)\n\torg.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137)\n\torg.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:110)\n\torg.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:777)\n\torg.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:706)\n\torg.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)\n\torg.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:943)\n\torg.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:877)\n\torg.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:966)\n\torg.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:857)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:617)\n\torg.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:842)\n\tjavax.servlet.http.HttpServlet.service(HttpServlet.java:717)\n\torg.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:88)\n\torg.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)\n</pre></p><p><b>note</b> <u>The full stack trace of the root cause is available in the Apache Tomcat/6.0.33 logs.</u></p><HR size="1" noshade="noshade"><h3>Apache Tomcat/6.0.33</h3></body></html>' }
[2017-01-05 16:18:24.977] [DEBUG] 第一视频 - 第一视频 14441335 加入缓存队列
[2017-01-05 16:18:25.487] [DEBUG] 第一视频 - 第一视频 14440759 加入缓存队列
[2017-01-05 16:18:26.027] [DEBUG] 第一视频 - 第一视频 14441314 加入缓存队列
[2017-01-05 16:18:26.971] [DEBUG] 第一视频 - 第一视频 14441310 加入缓存队列
[2017-01-05 16:18:28.089] [DEBUG] 第一视频 - 第一视频 14441286 加入缓存队列
[2017-01-05 16:18:28.639] [DEBUG] 第一视频 - 第一视频 14441259 加入缓存队列
[2017-01-05 16:18:29.741] [DEBUG] 第一视频 - 第一视频 14441129 加入缓存队列
[2017-01-05 16:18:30.285] [DEBUG] 第一视频 - 第一视频 14441098 加入缓存队列
[2017-01-05 16:18:31.077] [DEBUG] 第一视频 - 第一视频 14440804 加入缓存队列
[2017-01-05 16:18:32.822] [DEBUG] 第一视频 - 第一视频 14440470 加入缓存队列
[2017-01-05 16:18:33.609] [DEBUG] 第一视频 - 第一视频 14440458 加入缓存队列
[2017-01-05 16:18:34.985] [DEBUG] 第一视频 - 第一视频 14440448 加入缓存队列
[2017-01-05 16:18:37.207] [DEBUG] 第一视频 - 第一视频 14440418 加入缓存队列
[2017-01-05 16:18:37.872] [DEBUG] 第一视频 - 第一视频 14440229 加入缓存队列
[2017-01-05 16:18:38.868] [DEBUG] 第一视频 - 第一视频 14440187 加入缓存队列
[2017-01-05 16:18:39.592] [DEBUG] 第一视频 - 第一视频 14440170 加入缓存队列
[2017-01-05 16:18:40.802] [DEBUG] 第一视频 - 第一视频 14440147 加入缓存队列
[2017-01-05 16:18:41.810] [DEBUG] 第一视频 - 第一视频 14439536 加入缓存队列
[2017-01-05 16:18:42.305] [DEBUG] 第一视频 - 第一视频 14439162 加入缓存队列
[2017-01-05 16:18:43.343] [DEBUG] 第一视频 - 第一视频 14438158 加入缓存队列
[2017-01-05 16:18:44.273] [DEBUG] 第一视频 - 第一视频 14438156 加入缓存队列
[2017-01-05 16:18:44.909] [DEBUG] 第一视频 - 第一视频 14437530 加入缓存队列
[2017-01-05 16:18:45.579] [DEBUG] 第一视频 - 第一视频 14438151 加入缓存队列
[2017-01-05 16:18:46.082] [DEBUG] 第一视频 - 第一视频 14438087 加入缓存队列
[2017-01-05 16:18:47.086] [DEBUG] 第一视频 - 第一视频 14437814 加入缓存队列
[2017-01-05 16:18:48.439] [DEBUG] 第一视频 - 第一视频 14437572 加入缓存队列
[2017-01-05 16:18:49.702] [DEBUG] 第一视频 - 第一视频 14436908 加入缓存队列
[2017-01-05 16:18:50.524] [DEBUG] 第一视频 - 第一视频 14437529 加入缓存队列
[2017-01-05 16:18:51.054] [DEBUG] 第一视频 - 第一视频 14437189 加入缓存队列
[2017-01-05 16:18:52.942] [DEBUG] 第一视频 - 第一视频 14437182 加入缓存队列
[2017-01-05 16:18:53.732] [DEBUG] 第一视频 - 第一视频 14436916 加入缓存队列
[2017-01-05 16:18:56.070] [DEBUG] 第一视频 - 第一视频 14436258 加入缓存队列
[2017-01-05 16:18:56.601] [DEBUG] 第一视频 - 第一视频 14436862 加入缓存队列
[2017-01-05 16:18:57.388] [DEBUG] 第一视频 - 第一视频 14436856 加入缓存队列
[2017-01-05 16:18:58.869] [DEBUG] 第一视频 - 第一视频 14436854 加入缓存队列
[2017-01-05 16:18:59.540] [DEBUG] 第一视频 - 第一视频 14436842 加入缓存队列
[2017-01-05 16:19:00.431] [DEBUG] 第一视频 - 第一视频 14434655 加入缓存队列
[2017-01-05 16:19:01.786] [DEBUG] 第一视频 - 第一视频 14436256 加入缓存队列
[2017-01-05 16:19:02.411] [DEBUG] 第一视频 - 第一视频 14434771 加入缓存队列
[2017-01-05 16:19:05.376] [DEBUG] 第一视频 - 第一视频 14436227 加入缓存队列
[2017-01-05 16:19:06.728] [DEBUG] 第一视频 - 第一视频 14436044 加入缓存队列
[2017-01-05 16:19:07.826] [DEBUG] 第一视频 - 第一视频 14434730 加入缓存队列
[2017-01-05 16:19:09.415] [DEBUG] 第一视频 - 第一视频 14433286 加入缓存队列
[2017-01-05 16:19:10.652] [DEBUG] 第一视频 - 第一视频 14434772 加入缓存队列
[2017-01-05 16:19:11.670] [DEBUG] 第一视频 - 第一视频 14434724 加入缓存队列
[2017-01-05 16:19:12.268] [DEBUG] 第一视频 - 第一视频 14433154 加入缓存队列
[2017-01-05 16:19:13.304] [DEBUG] 第一视频 - 第一视频 14434474 加入缓存队列
[2017-01-05 16:19:14.074] [DEBUG] 第一视频 - 第一视频 14434378 加入缓存队列
[2017-01-05 16:19:15.204] [DEBUG] 第一视频 - 第一视频 14433367 加入缓存队列
[2017-01-05 16:19:16.982] [DEBUG] 第一视频 - 第一视频 14434054 加入缓存队列
[2017-01-05 16:19:17.943] [DEBUG] 第一视频 - 第一视频 14433979 加入缓存队列
[2017-01-05 16:19:19.469] [DEBUG] 第一视频 - 第一视频 14433300 加入缓存队列
[2017-01-05 16:19:20.448] [DEBUG] 第一视频 - 第一视频 14432427 加入缓存队列
[2017-01-05 16:19:21.535] [DEBUG] 第一视频 - 第一视频 14433287 加入缓存队列
[2017-01-05 16:19:23.006] [DEBUG] 第一视频 - 第一视频 14433181 加入缓存队列
[2017-01-05 16:19:24.156] [DEBUG] 第一视频 - 第一视频 14432295 加入缓存队列
[2017-01-05 16:19:25.290] [DEBUG] 第一视频 - 第一视频 14432115 加入缓存队列
[2017-01-05 16:19:27.645] [DEBUG] 第一视频 - 第一视频 14432815 加入缓存队列
[2017-01-05 16:19:29.344] [DEBUG] 第一视频 - 第一视频 14432770 加入缓存队列
[2017-01-05 16:19:30.798] [DEBUG] 第一视频 - 第一视频 14432422 加入缓存队列
[2017-01-05 16:19:32.062] [DEBUG] 第一视频 - 第一视频 14432376 加入缓存队列
[2017-01-05 16:19:32.772] [DEBUG] 第一视频 - 第一视频 14432026 加入缓存队列
[2017-01-05 16:19:34.410] [DEBUG] 第一视频 - 第一视频 14431682 加入缓存队列
[2017-01-05 16:19:35.455] [DEBUG] 第一视频 - 第一视频 14431662 加入缓存队列
[2017-01-05 16:19:36.337] [DEBUG] 第一视频 - 第一视频 14431252 加入缓存队列
[2017-01-05 16:19:37.492] [DEBUG] 第一视频 - 第一视频 14431593 加入缓存队列
[2017-01-05 16:19:39.225] [DEBUG] 第一视频 - 第一视频 14429223 加入缓存队列
[2017-01-05 16:19:40.179] [DEBUG] 第一视频 - 第一视频 14429264 加入缓存队列
[2017-01-05 16:19:41.488] [DEBUG] 第一视频 - 第一视频 14431308 加入缓存队列
[2017-01-05 16:19:43.066] [DEBUG] 第一视频 - 第一视频 14431281 加入缓存队列
[2017-01-05 16:19:44.333] [DEBUG] 第一视频 - 第一视频 14430924 加入缓存队列
[2017-01-05 16:19:45.526] [DEBUG] 第一视频 - 第一视频 14428441 加入缓存队列
[2017-01-05 16:19:46.960] [DEBUG] 第一视频 - 第一视频 14429250 加入缓存队列
[2017-01-05 16:19:53.433] [DEBUG] 第一视频 - 第一视频 14429174 加入缓存队列
[2017-01-05 16:19:55.120] [DEBUG] 第一视频 - 第一视频 14429093 加入缓存队列
[2017-01-05 16:19:56.667] [DEBUG] 第一视频 - 第一视频 14428095 加入缓存队列
[2017-01-05 16:19:58.188] [DEBUG] 第一视频 - 第一视频 14428429 加入缓存队列
[2017-01-05 16:19:59.362] [DEBUG] 第一视频 - 第一视频 14428420 加入缓存队列
[2017-01-05 16:20:01.287] [DEBUG] 第一视频 - 第一视频 14427495 加入缓存队列
[2017-01-05 16:20:03.553] [DEBUG] 第一视频 - 第一视频 14427719 加入缓存队列
[2017-01-05 16:20:05.389] [DEBUG] 第一视频 - 第一视频 14427685 加入缓存队列
[2017-01-05 16:20:06.713] [DEBUG] 第一视频 - 第一视频 14427624 加入缓存队列
[2017-01-05 16:20:11.594] [DEBUG] 第一视频 - 第一视频 14427379 加入缓存队列
[2017-01-05 16:20:12.263] [DEBUG] 第一视频 - 第一视频 14427338 加入缓存队列
[2017-01-05 16:20:14.268] [DEBUG] 第一视频 - 第一视频 14427331 加入缓存队列
[2017-01-05 16:20:15.468] [DEBUG] 第一视频 - 第一视频 14426995 加入缓存队列
[2017-01-05 16:20:16.682] [DEBUG] 第一视频 - 第一视频 14426989 加入缓存队列
[2017-01-05 16:20:17.512] [DEBUG] 第一视频 - 第一视频 14426239 加入缓存队列
[2017-01-05 16:20:19.800] [DEBUG] 第一视频 - 第一视频 14426150 加入缓存队列
[2017-01-05 16:20:20.835] [DEBUG] 第一视频 - 第一视频 14425709 加入缓存队列
[2017-01-05 16:20:22.360] [DEBUG] 第一视频 - 第一视频 14424521 加入缓存队列
[2017-01-05 16:20:23.344] [DEBUG] 第一视频 - 第一视频 14425171 加入缓存队列
[2017-01-05 16:20:25.161] [DEBUG] 第一视频 - 第一视频 14423829 加入缓存队列
[2017-01-05 16:20:26.089] [DEBUG] 第一视频 - 第一视频 14425006 加入缓存队列
[2017-01-05 16:20:27.496] [DEBUG] 第一视频 - 第一视频 14424904 加入缓存队列
[2017-01-05 16:20:28.889] [DEBUG] 第一视频 - 第一视频 14424860 加入缓存队列
[2017-01-05 16:20:30.111] [DEBUG] 第一视频 - 第一视频 14424540 加入缓存队列
[2017-01-05 16:20:30.872] [DEBUG] 第一视频 - 第一视频 14423785 加入缓存队列
[2017-01-05 16:20:31.505] [DEBUG] 第一视频 - 第一视频 14423007 加入缓存队列
[2017-01-05 16:20:33.100] [DEBUG] 第一视频 - 第一视频 14423835 加入缓存队列
[2017-01-05 16:20:33.641] [DEBUG] 第一视频 - 第一视频 14423787 加入缓存队列
[2017-01-05 16:20:35.255] [DEBUG] 第一视频 - 第一视频 14422954 加入缓存队列
[2017-01-05 16:20:35.875] [DEBUG] 第一视频 - 第一视频 14423716 加入缓存队列
[2017-01-05 16:20:37.095] [DEBUG] 第一视频 - 第一视频 14423428 加入缓存队列
[2017-01-05 16:20:38.005] [DEBUG] 第一视频 - 第一视频 14423006 加入缓存队列
[2017-01-05 16:20:39.449] [DEBUG] 第一视频 - 第一视频 14422896 加入缓存队列
[2017-01-05 16:20:40.494] [DEBUG] 第一视频 - 第一视频 14422660 加入缓存队列
[2017-01-05 16:20:41.446] [DEBUG] 第一视频 - 第一视频 14422646 加入缓存队列
[2017-01-05 16:20:42.944] [DEBUG] 第一视频 - 第一视频 14422290 加入缓存队列
[2017-01-05 16:20:45.270] [DEBUG] 第一视频 - 第一视频 14422265 加入缓存队列
[2017-01-05 16:20:45.922] [DEBUG] 第一视频 - 第一视频 14422256 加入缓存队列
[2017-01-05 16:20:48.060] [DEBUG] 第一视频 - 第一视频 14420595 加入缓存队列
[2017-01-05 16:20:49.380] [DEBUG] 第一视频 - 第一视频 14421935 加入缓存队列
[2017-01-05 16:20:50.006] [DEBUG] 第一视频 - 第一视频 14421907 加入缓存队列
[2017-01-05 16:20:53.783] [DEBUG] 第一视频 - 第一视频 14421856 加入缓存队列
[2017-01-05 16:20:55.473] [DEBUG] 第一视频 - 第一视频 14419870 加入缓存队列
[2017-01-05 16:20:57.020] [DEBUG] 第一视频 - 第一视频 14419064 加入缓存队列
[2017-01-05 16:20:57.543] [DEBUG] 第一视频 - 第一视频 14420490 加入缓存队列
[2017-01-05 16:20:58.626] [DEBUG] 第一视频 - 第一视频 14420457 加入缓存队列
[2017-01-05 16:20:59.424] [DEBUG] 第一视频 - 第一视频 14420278 加入缓存队列
[2017-01-05 16:20:59.942] [DEBUG] 第一视频 - 第一视频 14420114 加入缓存队列
[2017-01-05 16:21:01.117] [DEBUG] 第一视频 - 第一视频 14419187 加入缓存队列
[2017-01-05 16:21:01.753] [DEBUG] 第一视频 - 第一视频 14419856 加入缓存队列
[2017-01-05 16:21:03.301] [DEBUG] 第一视频 - 第一视频 14419074 加入缓存队列
[2017-01-05 16:21:03.955] [DEBUG] 第一视频 - 第一视频 14419743 加入缓存队列
[2017-01-05 16:21:05.119] [DEBUG] 第一视频 - 第一视频 14418466 加入缓存队列
[2017-01-05 16:21:06.228] [DEBUG] 第一视频 - 第一视频 14418390 加入缓存队列
[2017-01-05 16:21:07.307] [DEBUG] 第一视频 - 第一视频 14418375 加入缓存队列
[2017-01-05 16:21:08.631] [DEBUG] 第一视频 - 第一视频 14418463 加入缓存队列
[2017-01-05 16:21:09.858] [DEBUG] 第一视频 - 第一视频 14418429 加入缓存队列
[2017-01-05 16:21:11.507] [DEBUG] 第一视频 - 第一视频 14418421 加入缓存队列
[2017-01-05 16:21:12.397] [DEBUG] 第一视频 - 第一视频 14417645 加入缓存队列
[2017-01-05 16:21:13.504] [DEBUG] 第一视频 - 第一视频 14418307 加入缓存队列
[2017-01-05 16:21:16.728] [DEBUG] 第一视频 - 第一视频 14418189 加入缓存队列
[2017-01-05 16:21:18.183] [DEBUG] 第一视频 - 第一视频 14418038 加入缓存队列
[2017-01-05 16:21:19.521] [DEBUG] 第一视频 - 第一视频 14417697 加入缓存队列
[2017-01-05 16:21:20.043] [DEBUG] 第一视频 - 第一视频 14417649 加入缓存队列
[2017-01-05 16:21:21.146] [DEBUG] 第一视频 - 第一视频 14417439 加入缓存队列
[2017-01-05 16:21:22.074] [DEBUG] 第一视频 - 第一视频 14417376 加入缓存队列
[2017-01-05 16:21:23.930] [DEBUG] 第一视频 - 第一视频 14417289 加入缓存队列
[2017-01-05 16:21:25.667] [DEBUG] 第一视频 - 第一视频 14415137 加入缓存队列
[2017-01-05 16:21:26.556] [DEBUG] 第一视频 - 第一视频 14415858 加入缓存队列
[2017-01-05 16:21:27.641] [DEBUG] 第一视频 - 第一视频 14415840 加入缓存队列
[2017-01-05 16:21:28.758] [DEBUG] 第一视频 - 第一视频 14415784 加入缓存队列
[2017-01-05 16:21:29.705] [DEBUG] 第一视频 - 第一视频 14415509 加入缓存队列
[2017-01-05 16:21:30.187] [DEBUG] 第一视频 - 第一视频 14415138 加入缓存队列
[2017-01-05 16:21:32.201] [DEBUG] 第一视频 - 第一视频 14414295 加入缓存队列
[2017-01-05 16:21:33.095] [DEBUG] 第一视频 - 第一视频 14414779 加入缓存队列
[2017-01-05 16:21:34.901] [DEBUG] 第一视频 - 第一视频 14414753 加入缓存队列
[2017-01-05 16:21:35.970] [DEBUG] 第一视频 - 第一视频 14414422 加入缓存队列
[2017-01-05 16:21:37.496] [DEBUG] 第一视频 - 第一视频 14414384 加入缓存队列
[2017-01-05 16:21:38.945] [DEBUG] 第一视频 - 第一视频 14412803 加入缓存队列
[2017-01-05 16:21:40.310] [DEBUG] 第一视频 - 第一视频 14414017 加入缓存队列
[2017-01-05 16:21:42.487] [DEBUG] 第一视频 - 第一视频 14412633 加入缓存队列
[2017-01-05 16:21:43.151] [DEBUG] 第一视频 - 第一视频 14413610 加入缓存队列
[2017-01-05 16:21:45.367] [DEBUG] 第一视频 - 第一视频 14413600 加入缓存队列
[2017-01-05 16:21:46.524] [DEBUG] 第一视频 - 第一视频 14413574 加入缓存队列
[2017-01-05 16:21:49.092] [DEBUG] 第一视频 - 第一视频 14413571 加入缓存队列
[2017-01-05 16:21:49.708] [DEBUG] 第一视频 - 第一视频 14413493 加入缓存队列
[2017-01-05 16:21:50.706] [DEBUG] 第一视频 - 第一视频 14413489 加入缓存队列
[2017-01-05 16:21:52.176] [DEBUG] 第一视频 - 第一视频 14413402 加入缓存队列
[2017-01-05 16:21:54.536] [DEBUG] 第一视频 - 第一视频 14413222 加入缓存队列
[2017-01-05 16:21:55.098] [DEBUG] 第一视频 - 第一视频 14413171 加入缓存队列
[2017-01-05 16:21:55.912] [DEBUG] 第一视频 - 第一视频 14411034 加入缓存队列
[2017-01-05 16:21:56.709] [DEBUG] 第一视频 - 第一视频 14412756 加入缓存队列
[2017-01-05 16:21:57.892] [DEBUG] 第一视频 - 第一视频 14409427 加入缓存队列
[2017-01-05 16:21:59.169] [DEBUG] 第一视频 - 第一视频 14410924 加入缓存队列
[2017-01-05 16:22:00.339] [DEBUG] 第一视频 - 第一视频 14409431 加入缓存队列
[2017-01-05 16:22:00.915] [DEBUG] 第一视频 - 第一视频 14411104 加入缓存队列
[2017-01-05 16:22:02.433] [DEBUG] 第一视频 - 第一视频 14410292 加入缓存队列
[2017-01-05 16:22:04.323] [DEBUG] 第一视频 - 第一视频 14411065 加入缓存队列
[2017-01-05 16:22:05.425] [DEBUG] 第一视频 - 第一视频 14410736 加入缓存队列
[2017-01-05 16:22:06.009] [DEBUG] 第一视频 - 第一视频 14410685 加入缓存队列
[2017-01-05 16:22:07.236] [DEBUG] 第一视频 - 第一视频 14408593 加入缓存队列
[2017-01-05 16:22:07.828] [DEBUG] 第一视频 - 第一视频 14410205 加入缓存队列
[2017-01-05 16:22:09.101] [DEBUG] 第一视频 - 第一视频 14410170 加入缓存队列
[2017-01-05 16:22:09.969] [DEBUG] 第一视频 - 第一视频 14409856 加入缓存队列
[2017-01-05 16:22:11.893] [DEBUG] 第一视频 - 第一视频 14409398 加入缓存队列
[2017-01-05 16:22:13.277] [DEBUG] 第一视频 - 第一视频 14409296 加入缓存队列
[2017-01-05 16:22:15.314] [DEBUG] 第一视频 - 第一视频 14409034 加入缓存队列
[2017-01-05 16:22:16.781] [DEBUG] 第一视频 - 第一视频 14408654 加入缓存队列
[2017-01-05 16:22:19.253] [DEBUG] 第一视频 - 第一视频 14408634 加入缓存队列
[2017-01-05 16:22:23.293] [DEBUG] 第一视频 - 第一视频 14407872 加入缓存队列
[2017-01-05 16:22:25.317] [DEBUG] 第一视频 - 第一视频 14408622 加入缓存队列
[2017-01-05 16:22:25.892] [DEBUG] 第一视频 - 第一视频 14407859 加入缓存队列
[2017-01-05 16:22:26.530] [DEBUG] 第一视频 - 第一视频 14408319 加入缓存队列
[2017-01-05 16:22:27.621] [DEBUG] 第一视频 - 第一视频 14408306 加入缓存队列
[2017-01-05 16:22:29.352] [DEBUG] 第一视频 - 第一视频 14407582 加入缓存队列
[2017-01-05 16:22:30.647] [DEBUG] 第一视频 - 第一视频 14407157 加入缓存队列
[2017-01-05 16:22:31.859] [DEBUG] 第一视频 - 第一视频 14407875 加入缓存队列
[2017-01-05 16:22:32.625] [DEBUG] 第一视频 - 第一视频 14407873 加入缓存队列
[2017-01-05 16:22:33.961] [DEBUG] 第一视频 - 第一视频 14407509 加入缓存队列
[2017-01-05 16:22:34.978] [DEBUG] 第一视频 - 第一视频 14406458 加入缓存队列
[2017-01-05 16:22:35.783] [DEBUG] 第一视频 - 第一视频 14407163 加入缓存队列
[2017-01-05 16:22:36.729] [DEBUG] 第一视频 - 第一视频 14407018 加入缓存队列
[2017-01-05 16:22:37.593] [DEBUG] 第一视频 - 第一视频 14406828 加入缓存队列
[2017-01-05 16:22:39.079] [DEBUG] 第一视频 - 第一视频 14406819 加入缓存队列
[2017-01-05 16:22:40.962] [DEBUG] 第一视频 - 第一视频 14406787 加入缓存队列
[2017-01-05 16:22:42.080] [DEBUG] 第一视频 - 第一视频 14406421 加入缓存队列
[2017-01-05 16:22:43.254] [DEBUG] 第一视频 - 第一视频 14406203 加入缓存队列
[2017-01-05 16:22:44.462] [DEBUG] 第一视频 - 第一视频 14405961 加入缓存队列
[2017-01-05 16:22:45.323] [DEBUG] 第一视频 - 第一视频 14406062 加入缓存队列
[2017-01-05 16:22:46.108] [DEBUG] 第一视频 - 第一视频 14406054 加入缓存队列
[2017-01-05 16:22:47.307] [DEBUG] 第一视频 - 第一视频 14405966 加入缓存队列
[2017-01-05 16:22:48.428] [DEBUG] 第一视频 - 第一视频 14400946 加入缓存队列
[2017-01-05 16:22:49.598] [DEBUG] 第一视频 - 第一视频 14397553 加入缓存队列
[2017-01-05 16:22:51.302] [DEBUG] 第一视频 - 第一视频 14400827 加入缓存队列
