[2017-01-22 14:04:26.858] [TRACE] 风行网 - DealWith instantiation ...
[2017-01-22 14:05:06.615] [DEBUG] 风行网 - 风行 861289 加入缓存队列
[2017-01-22 14:05:07.411] [DEBUG] 风行网 - 风行 861371 加入缓存队列
[2017-01-22 14:05:08.128] [DEBUG] 风行网 - 风行 861465 加入缓存队列
[2017-01-22 14:05:08.896] [DEBUG] 风行网 - 风行 861369 加入缓存队列
[2017-01-22 14:05:09.623] [DEBUG] 风行网 - 风行 861539 加入缓存队列
[2017-01-22 14:05:10.365] [DEBUG] 风行网 - 风行 861549 加入缓存队列
[2017-01-22 14:05:11.137] [DEBUG] 风行网 - 风行 861911 加入缓存队列
[2017-01-22 14:05:11.854] [DEBUG] 风行网 - 风行 861989 加入缓存队列
[2017-01-22 14:05:12.638] [DEBUG] 风行网 - 风行 862061 加入缓存队列
[2017-01-22 14:05:13.403] [DEBUG] 风行网 - 风行 860563 加入缓存队列
[2017-01-22 14:05:14.185] [DEBUG] 风行网 - 风行 860549 加入缓存队列
[2017-01-22 14:05:14.891] [DEBUG] 风行网 - 风行 859705 加入缓存队列
[2017-01-22 14:05:15.658] [DEBUG] 风行网 - 风行 858629 加入缓存队列
[2017-01-22 14:05:16.375] [DEBUG] 风行网 - 风行 859709 加入缓存队列
[2017-01-22 14:05:17.108] [DEBUG] 风行网 - 风行 859649 加入缓存队列
[2017-01-22 14:05:17.904] [DEBUG] 风行网 - 风行 853347 加入缓存队列
[2017-01-22 14:05:18.668] [DEBUG] 风行网 - 风行 867771 加入缓存队列
[2017-01-22 14:05:19.463] [DEBUG] 风行网 - 风行 867763 加入缓存队列
[2017-01-22 14:05:20.248] [DEBUG] 风行网 - 风行 867245 加入缓存队列
[2017-01-22 14:05:20.979] [DEBUG] 风行网 - 风行 867235 加入缓存队列
[2017-01-22 14:05:21.744] [DEBUG] 风行网 - 风行 866677 加入缓存队列
[2017-01-22 14:05:22.477] [DEBUG] 风行网 - 风行 866235 加入缓存队列
[2017-01-22 14:05:23.241] [DEBUG] 风行网 - 风行 864935 加入缓存队列
[2017-01-22 14:05:23.998] [DEBUG] 风行网 - 风行 864041 加入缓存队列
