[2017-01-20 19:50:34.194] [TRACE] 风行网 - DealWith instantiation ...
[2017-01-20 19:50:38.955] [DEBUG] 风行网 - 风行 4486287 加入缓存队列
[2017-01-20 19:50:39.045] [DEBUG] 风行网 - 风行 4485583 加入缓存队列
[2017-01-20 19:50:39.130] [DEBUG] 风行网 - 风行 4485379 加入缓存队列
[2017-01-20 19:50:39.214] [DEBUG] 风行网 - 风行 4485321 加入缓存队列
[2017-01-20 19:50:39.303] [DEBUG] 风行网 - 风行 4483291 加入缓存队列
[2017-01-20 19:50:39.407] [DEBUG] 风行网 - 风行 4480990 加入缓存队列
[2017-01-20 19:50:39.537] [DEBUG] 风行网 - 风行 4479277 加入缓存队列
[2017-01-20 19:50:39.627] [DEBUG] 风行网 - 风行 4477810 加入缓存队列
[2017-01-20 19:50:39.729] [DEBUG] 风行网 - 风行 4477240 加入缓存队列
[2017-01-20 19:50:39.819] [DEBUG] 风行网 - 风行 4477021 加入缓存队列
[2017-01-20 19:50:40.404] [DEBUG] 风行网 - 风行 9082163 加入缓存队列
[2017-01-20 19:50:40.481] [DEBUG] 风行网 - 风行 9021039 加入缓存队列
[2017-01-20 19:50:40.559] [DEBUG] 风行网 - 风行 8964715 加入缓存队列
[2017-01-20 19:50:40.645] [DEBUG] 风行网 - 风行 8924411 加入缓存队列
[2017-01-20 19:50:40.746] [DEBUG] 风行网 - 风行 8837429 加入缓存队列
[2017-01-20 19:50:40.849] [DEBUG] 风行网 - 风行 8818471 加入缓存队列
[2017-01-20 19:50:40.934] [DEBUG] 风行网 - 风行 8783725 加入缓存队列
[2017-01-20 19:50:41.016] [DEBUG] 风行网 - 风行 8734015 加入缓存队列
[2017-01-20 19:50:41.091] [DEBUG] 风行网 - 风行 8691047 加入缓存队列
[2017-01-20 19:50:41.168] [DEBUG] 风行网 - 风行 8665873 加入缓存队列
[2017-01-20 19:50:41.255] [DEBUG] 风行网 - 风行 8640481 加入缓存队列
[2017-01-20 19:50:41.349] [DEBUG] 风行网 - 风行 8627345 加入缓存队列
[2017-01-20 19:50:41.447] [DEBUG] 风行网 - 风行 8625073 加入缓存队列
[2017-01-20 19:50:41.548] [DEBUG] 风行网 - 风行 8617787 加入缓存队列
[2017-01-20 19:50:41.642] [DEBUG] 风行网 - 风行 8097371 加入缓存队列
[2017-01-20 19:50:41.729] [DEBUG] 风行网 - 风行 8031087 加入缓存队列
[2017-01-20 19:50:41.811] [DEBUG] 风行网 - 风行 4504387 加入缓存队列
[2017-01-20 19:50:41.906] [DEBUG] 风行网 - 风行 4465152 加入缓存队列
[2017-01-20 19:50:41.992] [DEBUG] 风行网 - 风行 4464878 加入缓存队列
[2017-01-20 19:50:42.077] [DEBUG] 风行网 - 风行 4330112 加入缓存队列
[2017-01-20 19:50:42.163] [DEBUG] 风行网 - 风行 4287927 加入缓存队列
[2017-01-20 19:50:42.250] [DEBUG] 风行网 - 风行 4530173 加入缓存队列
[2017-01-20 19:50:42.319] [DEBUG] 风行网 - 风行 4524100 加入缓存队列
[2017-01-20 19:50:42.427] [DEBUG] 风行网 - 风行 4522265 加入缓存队列
[2017-01-20 19:50:42.515] [DEBUG] 风行网 - 风行 4513492 加入缓存队列
[2017-01-20 19:50:42.591] [DEBUG] 风行网 - 风行 4497680 加入缓存队列
[2017-01-20 19:50:42.674] [DEBUG] 风行网 - 风行 4490522 加入缓存队列
[2017-01-20 19:50:42.748] [DEBUG] 风行网 - 风行 4490327 加入缓存队列
[2017-01-20 19:50:42.834] [DEBUG] 风行网 - 风行 4490324 加入缓存队列
[2017-01-20 19:50:42.919] [DEBUG] 风行网 - 风行 4490304 加入缓存队列
[2017-01-20 19:50:42.989] [DEBUG] 风行网 - 风行 4485321 加入缓存队列
[2017-01-20 19:50:43.070] [DEBUG] 风行网 - 风行 4480990 加入缓存队列
[2017-01-20 19:50:43.153] [DEBUG] 风行网 - 风行 4477810 加入缓存队列
[2017-01-20 19:50:43.238] [DEBUG] 风行网 - 风行 4474769 加入缓存队列
[2017-01-20 19:50:43.316] [DEBUG] 风行网 - 风行 4464991 加入缓存队列
[2017-01-20 19:50:43.407] [DEBUG] 风行网 - 风行 4464491 加入缓存队列
[2017-01-20 19:50:43.482] [DEBUG] 风行网 - 风行 4461324 加入缓存队列
[2017-01-20 19:50:43.563] [DEBUG] 风行网 - 风行 4461020 加入缓存队列
[2017-01-20 19:50:43.664] [DEBUG] 风行网 - 风行 4446162 加入缓存队列
[2017-01-20 19:50:43.759] [DEBUG] 风行网 - 风行 4420167 加入缓存队列
[2017-01-20 19:50:43.846] [DEBUG] 风行网 - 风行 4420160 加入缓存队列
[2017-01-20 19:50:43.940] [DEBUG] 风行网 - 风行 4419724 加入缓存队列
[2017-01-20 19:50:44.021] [DEBUG] 风行网 - 风行 4401166 加入缓存队列
[2017-01-20 19:50:44.099] [DEBUG] 风行网 - 风行 4349568 加入缓存队列
[2017-01-20 19:50:44.186] [DEBUG] 风行网 - 风行 4345965 加入缓存队列
[2017-01-20 19:50:44.273] [DEBUG] 风行网 - 风行 4307941 加入缓存队列
[2017-01-20 19:50:44.347] [DEBUG] 风行网 - 风行 4172710 加入缓存队列
[2017-01-20 19:50:44.423] [DEBUG] 风行网 - 风行 4155578 加入缓存队列
[2017-01-20 19:50:44.504] [DEBUG] 风行网 - 风行 4145312 加入缓存队列
[2017-01-20 19:50:44.592] [DEBUG] 风行网 - 风行 4138799 加入缓存队列
[2017-01-20 19:50:44.938] [DEBUG] 风行网 - 风行 3905409 加入缓存队列
[2017-01-20 19:50:45.023] [DEBUG] 风行网 - 风行 3905406 加入缓存队列
[2017-01-20 19:50:45.094] [DEBUG] 风行网 - 风行 3905387 加入缓存队列
[2017-01-20 19:50:45.179] [DEBUG] 风行网 - 风行 3905378 加入缓存队列
[2017-01-20 19:50:45.265] [DEBUG] 风行网 - 风行 3905376 加入缓存队列
[2017-01-20 19:50:45.340] [DEBUG] 风行网 - 风行 3905371 加入缓存队列
[2017-01-20 19:50:45.433] [DEBUG] 风行网 - 风行 3905365 加入缓存队列
[2017-01-20 19:50:45.519] [DEBUG] 风行网 - 风行 3905348 加入缓存队列
[2017-01-20 19:50:45.588] [DEBUG] 风行网 - 风行 3905342 加入缓存队列
[2017-01-20 19:50:45.670] [DEBUG] 风行网 - 风行 3905318 加入缓存队列
[2017-01-20 19:50:45.771] [DEBUG] 风行网 - 风行 3905294 加入缓存队列
[2017-01-20 19:50:45.867] [DEBUG] 风行网 - 风行 3905282 加入缓存队列
[2017-01-20 19:50:45.950] [DEBUG] 风行网 - 风行 3905269 加入缓存队列
[2017-01-20 19:50:46.039] [DEBUG] 风行网 - 风行 3905216 加入缓存队列
[2017-01-20 19:50:46.118] [DEBUG] 风行网 - 风行 3905215 加入缓存队列
[2017-01-20 19:50:46.207] [DEBUG] 风行网 - 风行 3905214 加入缓存队列
[2017-01-20 19:50:46.304] [DEBUG] 风行网 - 风行 3905213 加入缓存队列
[2017-01-20 19:50:46.396] [DEBUG] 风行网 - 风行 3905200 加入缓存队列
[2017-01-20 19:50:46.492] [DEBUG] 风行网 - 风行 3905198 加入缓存队列
[2017-01-20 19:50:47.990] [DEBUG] 风行网 - 风行 3905181 加入缓存队列
[2017-01-20 19:50:48.078] [DEBUG] 风行网 - 风行 3905180 加入缓存队列
[2017-01-20 19:50:48.154] [DEBUG] 风行网 - 风行 3905179 加入缓存队列
[2017-01-20 19:50:48.244] [DEBUG] 风行网 - 风行 3905174 加入缓存队列
[2017-01-20 19:50:48.323] [DEBUG] 风行网 - 风行 3905171 加入缓存队列
[2017-01-20 19:50:48.419] [DEBUG] 风行网 - 风行 3905151 加入缓存队列
[2017-01-20 19:50:48.495] [DEBUG] 风行网 - 风行 3905118 加入缓存队列
[2017-01-20 19:50:48.590] [DEBUG] 风行网 - 风行 3905112 加入缓存队列
[2017-01-20 19:50:48.678] [DEBUG] 风行网 - 风行 3905110 加入缓存队列
[2017-01-20 19:50:48.760] [DEBUG] 风行网 - 风行 3905074 加入缓存队列
[2017-01-20 19:50:48.849] [DEBUG] 风行网 - 风行 3905054 加入缓存队列
[2017-01-20 19:50:48.939] [DEBUG] 风行网 - 风行 3905051 加入缓存队列
[2017-01-20 19:50:49.047] [DEBUG] 风行网 - 风行 3905038 加入缓存队列
[2017-01-20 19:50:49.146] [DEBUG] 风行网 - 风行 3905034 加入缓存队列
[2017-01-20 19:50:49.231] [DEBUG] 风行网 - 风行 3905028 加入缓存队列
[2017-01-20 19:50:49.317] [DEBUG] 风行网 - 风行 3905026 加入缓存队列
[2017-01-20 19:50:49.404] [DEBUG] 风行网 - 风行 3905025 加入缓存队列
[2017-01-20 19:50:49.509] [DEBUG] 风行网 - 风行 3905024 加入缓存队列
[2017-01-20 19:50:49.591] [DEBUG] 风行网 - 风行 3905022 加入缓存队列
[2017-01-20 19:50:49.695] [DEBUG] 风行网 - 风行 3905021 加入缓存队列
[2017-01-20 19:50:49.796] [DEBUG] 风行网 - 风行 3905019 加入缓存队列
[2017-01-20 19:50:49.884] [DEBUG] 风行网 - 风行 3905011 加入缓存队列
[2017-01-20 19:50:49.973] [DEBUG] 风行网 - 风行 3905001 加入缓存队列
[2017-01-20 19:50:50.068] [DEBUG] 风行网 - 风行 3904966 加入缓存队列
[2017-01-20 19:50:50.155] [DEBUG] 风行网 - 风行 3906373 加入缓存队列
[2017-01-20 19:50:50.234] [DEBUG] 风行网 - 风行 3906372 加入缓存队列
[2017-01-20 19:50:50.332] [DEBUG] 风行网 - 风行 3906357 加入缓存队列
[2017-01-20 19:50:50.409] [DEBUG] 风行网 - 风行 3906352 加入缓存队列
[2017-01-20 19:50:50.486] [DEBUG] 风行网 - 风行 3906350 加入缓存队列
[2017-01-20 19:50:50.571] [DEBUG] 风行网 - 风行 3906035 加入缓存队列
[2017-01-20 19:50:50.735] [DEBUG] 风行网 - 风行 3905886 加入缓存队列
[2017-01-20 19:50:51.085] [DEBUG] 风行网 - 风行 9088123 加入缓存队列
[2017-01-20 19:50:51.195] [DEBUG] 风行网 - 风行 9078877 加入缓存队列
[2017-01-20 19:50:51.286] [DEBUG] 风行网 - 风行 9070413 加入缓存队列
[2017-01-20 19:50:51.376] [DEBUG] 风行网 - 风行 9054457 加入缓存队列
[2017-01-20 19:50:51.458] [DEBUG] 风行网 - 风行 9050571 加入缓存队列
[2017-01-20 19:50:51.534] [DEBUG] 风行网 - 风行 9031879 加入缓存队列
[2017-01-20 19:50:51.644] [DEBUG] 风行网 - 风行 9021045 加入缓存队列
[2017-01-20 19:50:51.736] [DEBUG] 风行网 - 风行 9009007 加入缓存队列
[2017-01-20 19:50:51.817] [DEBUG] 风行网 - 风行 9001835 加入缓存队列
[2017-01-20 19:50:51.903] [DEBUG] 风行网 - 风行 8966579 加入缓存队列
[2017-01-20 19:50:52.012] [DEBUG] 风行网 - 风行 8955819 加入缓存队列
[2017-01-20 19:50:52.106] [DEBUG] 风行网 - 风行 8936797 加入缓存队列
[2017-01-20 19:50:52.190] [DEBUG] 风行网 - 风行 8924419 加入缓存队列
[2017-01-20 19:50:52.286] [DEBUG] 风行网 - 风行 8844641 加入缓存队列
[2017-01-20 19:50:52.366] [DEBUG] 风行网 - 风行 8839407 加入缓存队列
[2017-01-20 19:50:52.440] [DEBUG] 风行网 - 风行 8835715 加入缓存队列
[2017-01-20 19:50:52.536] [DEBUG] 风行网 - 风行 8832451 加入缓存队列
[2017-01-20 19:50:52.629] [DEBUG] 风行网 - 风行 8822623 加入缓存队列
[2017-01-20 19:50:52.715] [DEBUG] 风行网 - 风行 8820055 加入缓存队列
[2017-01-20 19:50:52.788] [DEBUG] 风行网 - 风行 8819977 加入缓存队列
[2017-01-20 19:50:52.866] [DEBUG] 风行网 - 风行 8814975 加入缓存队列
[2017-01-20 19:50:52.955] [DEBUG] 风行网 - 风行 8813325 加入缓存队列
[2017-01-20 19:50:53.039] [DEBUG] 风行网 - 风行 8809407 加入缓存队列
[2017-01-20 19:50:53.114] [DEBUG] 风行网 - 风行 8804843 加入缓存队列
[2017-01-20 19:50:53.197] [DEBUG] 风行网 - 风行 8800765 加入缓存队列
[2017-01-20 19:50:53.277] [DEBUG] 风行网 - 风行 8787331 加入缓存队列
[2017-01-20 19:50:53.361] [DEBUG] 风行网 - 风行 8783493 加入缓存队列
[2017-01-20 19:50:53.448] [DEBUG] 风行网 - 风行 8778973 加入缓存队列
[2017-01-20 19:50:53.531] [DEBUG] 风行网 - 风行 8769271 加入缓存队列
[2017-01-20 19:50:53.619] [DEBUG] 风行网 - 风行 8749663 加入缓存队列
[2017-01-20 19:50:55.040] [DEBUG] 风行网 - 风行 8733927 加入缓存队列
[2017-01-20 19:50:55.127] [DEBUG] 风行网 - 风行 8713721 加入缓存队列
[2017-01-20 19:50:55.211] [DEBUG] 风行网 - 风行 8709113 加入缓存队列
[2017-01-20 19:50:55.301] [DEBUG] 风行网 - 风行 8704505 加入缓存队列
[2017-01-20 19:50:55.384] [DEBUG] 风行网 - 风行 8693625 加入缓存队列
[2017-01-20 19:50:55.485] [DEBUG] 风行网 - 风行 8691049 加入缓存队列
[2017-01-20 19:50:55.578] [DEBUG] 风行网 - 风行 8689173 加入缓存队列
[2017-01-20 19:50:55.676] [DEBUG] 风行网 - 风行 8687249 加入缓存队列
[2017-01-20 19:50:55.767] [DEBUG] 风行网 - 风行 8684653 加入缓存队列
[2017-01-20 19:50:55.857] [DEBUG] 风行网 - 风行 8682593 加入缓存队列
[2017-01-20 19:50:55.943] [DEBUG] 风行网 - 风行 8670675 加入缓存队列
[2017-01-20 19:50:56.056] [DEBUG] 风行网 - 风行 8665881 加入缓存队列
[2017-01-20 19:50:56.167] [DEBUG] 风行网 - 风行 8661329 加入缓存队列
[2017-01-20 19:50:56.278] [DEBUG] 风行网 - 风行 8657053 加入缓存队列
[2017-01-20 19:50:56.381] [DEBUG] 风行网 - 风行 8653183 加入缓存队列
[2017-01-20 19:50:56.480] [DEBUG] 风行网 - 风行 8641931 加入缓存队列
[2017-01-20 19:50:56.553] [DEBUG] 风行网 - 风行 8639797 加入缓存队列
[2017-01-20 19:50:56.636] [DEBUG] 风行网 - 风行 8638041 加入缓存队列
[2017-01-20 19:50:56.732] [DEBUG] 风行网 - 风行 8635441 加入缓存队列
[2017-01-20 19:50:56.825] [DEBUG] 风行网 - 风行 8017512 加入缓存队列
[2017-01-20 19:50:57.100] [DEBUG] 风行网 - 风行 3917820 加入缓存队列
[2017-01-20 19:50:57.196] [DEBUG] 风行网 - 风行 3917779 加入缓存队列
[2017-01-20 19:50:57.283] [DEBUG] 风行网 - 风行 3917760 加入缓存队列
[2017-01-20 19:50:57.377] [DEBUG] 风行网 - 风行 3905687 加入缓存队列
[2017-01-20 19:50:57.461] [DEBUG] 风行网 - 风行 3905495 加入缓存队列
[2017-01-20 19:50:57.546] [DEBUG] 风行网 - 风行 3905697 加入缓存队列
[2017-01-20 19:50:57.618] [DEBUG] 风行网 - 风行 3905519 加入缓存队列
[2017-01-20 19:50:57.717] [DEBUG] 风行网 - 风行 3905542 加入缓存队列
[2017-01-20 19:50:57.801] [DEBUG] 风行网 - 风行 3905522 加入缓存队列
[2017-01-20 19:50:57.881] [DEBUG] 风行网 - 风行 3905596 加入缓存队列
[2017-01-20 19:50:58.129] [DEBUG] 风行网 - 风行 3906349 加入缓存队列
[2017-01-20 19:50:58.224] [DEBUG] 风行网 - 风行 3905841 加入缓存队列
[2017-01-20 19:50:58.309] [DEBUG] 风行网 - 风行 3905812 加入缓存队列
[2017-01-20 19:50:58.417] [DEBUG] 风行网 - 风行 3905297 加入缓存队列
[2017-01-20 19:50:58.509] [DEBUG] 风行网 - 风行 3905191 加入缓存队列
[2017-01-20 19:50:58.813] [DEBUG] 风行网 - 风行 3905149 加入缓存队列
[2017-01-20 19:50:58.898] [DEBUG] 风行网 - 风行 3905081 加入缓存队列
[2017-01-20 19:50:58.985] [DEBUG] 风行网 - 风行 3905069 加入缓存队列
[2017-01-20 19:50:59.065] [DEBUG] 风行网 - 风行 3905058 加入缓存队列
[2017-01-20 19:50:59.165] [DEBUG] 风行网 - 风行 3905053 加入缓存队列
[2017-01-20 19:50:59.262] [DEBUG] 风行网 - 风行 3905039 加入缓存队列
[2017-01-20 19:50:59.371] [DEBUG] 风行网 - 风行 3905036 加入缓存队列
[2017-01-20 19:50:59.476] [DEBUG] 风行网 - 风行 3905032 加入缓存队列
[2017-01-20 19:50:59.578] [DEBUG] 风行网 - 风行 3905016 加入缓存队列
[2017-01-20 19:50:59.895] [DEBUG] 风行网 - 风行 8012401 加入缓存队列
[2017-01-20 19:50:59.981] [DEBUG] 风行网 - 风行 8001168 加入缓存队列
[2017-01-20 19:51:00.046] [DEBUG] 风行网 - 风行 4517663 加入缓存队列
[2017-01-20 19:51:00.126] [DEBUG] 风行网 - 风行 4500266 加入缓存队列
[2017-01-20 19:51:00.206] [DEBUG] 风行网 - 风行 4485379 加入缓存队列
[2017-01-20 19:51:00.273] [DEBUG] 风行网 - 风行 4479277 加入缓存队列
[2017-01-20 19:51:00.353] [DEBUG] 风行网 - 风行 4429570 加入缓存队列
[2017-01-20 19:51:00.436] [DEBUG] 风行网 - 风行 4411342 加入缓存队列
[2017-01-20 19:51:00.513] [DEBUG] 风行网 - 风行 4188738 加入缓存队列
[2017-01-20 19:51:00.612] [DEBUG] 风行网 - 风行 4145063 加入缓存队列
[2017-01-20 19:51:00.718] [DEBUG] 风行网 - 风行 4145222 加入缓存队列
[2017-01-20 19:51:00.808] [DEBUG] 风行网 - 风行 4145087 加入缓存队列
[2017-01-20 19:51:00.893] [DEBUG] 风行网 - 风行 4144965 加入缓存队列
[2017-01-20 19:51:00.977] [DEBUG] 风行网 - 风行 4077365 加入缓存队列
[2017-01-20 19:51:01.066] [DEBUG] 风行网 - 风行 4065380 加入缓存队列
[2017-01-20 19:51:01.150] [DEBUG] 风行网 - 风行 4016045 加入缓存队列
[2017-01-20 19:51:01.232] [DEBUG] 风行网 - 风行 4001325 加入缓存队列
[2017-01-20 19:51:01.316] [DEBUG] 风行网 - 风行 3994832 加入缓存队列
[2017-01-20 19:51:01.404] [DEBUG] 风行网 - 风行 3994913 加入缓存队列
[2017-01-20 19:51:01.702] [DEBUG] 风行网 - 风行 3946823 加入缓存队列
[2017-01-20 19:51:01.781] [DEBUG] 风行网 - 风行 3946830 加入缓存队列
[2017-01-20 19:51:01.874] [DEBUG] 风行网 - 风行 3917735 加入缓存队列
[2017-01-20 19:51:01.955] [DEBUG] 风行网 - 风行 3905619 加入缓存队列
[2017-01-20 19:51:02.048] [DEBUG] 风行网 - 风行 3905577 加入缓存队列
[2017-01-20 19:51:02.133] [DEBUG] 风行网 - 风行 3905789 加入缓存队列
[2017-01-20 19:51:02.210] [DEBUG] 风行网 - 风行 3905444 加入缓存队列
[2017-01-20 19:51:02.293] [DEBUG] 风行网 - 风行 3905469 加入缓存队列
[2017-01-20 19:51:02.384] [DEBUG] 风行网 - 风行 3905492 加入缓存队列
[2017-01-20 19:51:02.469] [DEBUG] 风行网 - 风行 3905460 加入缓存队列
[2017-01-20 19:51:02.765] [DEBUG] 风行网 - 风行 3905468 加入缓存队列
[2017-01-20 19:51:03.008] [DEBUG] 风行网 - 风行 4070720 加入缓存队列
[2017-01-20 19:51:03.081] [DEBUG] 风行网 - 风行 3994933 加入缓存队列
[2017-01-20 19:51:03.147] [DEBUG] 风行网 - 风行 3917838 加入缓存队列
[2017-01-20 19:51:03.301] [DEBUG] 风行网 - 风行 3905493 加入缓存队列
[2017-01-20 19:51:03.392] [DEBUG] 风行网 - 风行 3905578 加入缓存队列
[2017-01-20 19:51:04.016] [DEBUG] 风行网 - 风行 4477021 加入缓存队列
[2017-01-20 19:51:04.097] [DEBUG] 风行网 - 风行 4198994 加入缓存队列
[2017-01-20 19:51:04.187] [DEBUG] 风行网 - 风行 4145094 加入缓存队列
[2017-01-20 19:51:04.285] [DEBUG] 风行网 - 风行 4145038 加入缓存队列
[2017-01-20 19:51:04.396] [DEBUG] 风行网 - 风行 4145002 加入缓存队列
[2017-01-20 19:51:04.483] [DEBUG] 风行网 - 风行 4065365 加入缓存队列
[2017-01-20 19:51:04.568] [DEBUG] 风行网 - 风行 3978483 加入缓存队列
[2017-01-20 19:51:04.667] [DEBUG] 风行网 - 风行 3978683 加入缓存队列
[2017-01-20 19:51:04.774] [DEBUG] 风行网 - 风行 3994340 加入缓存队列
[2017-01-20 19:51:04.846] [DEBUG] 风行网 - 风行 3908087 加入缓存队列
[2017-01-20 19:51:04.936] [DEBUG] 风行网 - 风行 3907384 加入缓存队列
[2017-01-20 19:51:05.017] [DEBUG] 风行网 - 风行 3907404 加入缓存队列
[2017-01-20 19:51:05.089] [DEBUG] 风行网 - 风行 3907373 加入缓存队列
[2017-01-20 19:51:05.184] [DEBUG] 风行网 - 风行 3907411 加入缓存队列
[2017-01-20 19:51:05.263] [DEBUG] 风行网 - 风行 3907413 加入缓存队列
[2017-01-20 19:51:05.355] [DEBUG] 风行网 - 风行 3918047 加入缓存队列
[2017-01-20 19:51:05.431] [DEBUG] 风行网 - 风行 3907525 加入缓存队列
[2017-01-20 19:51:05.499] [DEBUG] 风行网 - 风行 3918015 加入缓存队列
[2017-01-20 19:51:05.583] [DEBUG] 风行网 - 风行 3907542 加入缓存队列
[2017-01-20 19:51:05.668] [DEBUG] 风行网 - 风行 3917998 加入缓存队列
[2017-01-20 19:51:05.757] [DEBUG] 风行网 - 风行 3907550 加入缓存队列
[2017-01-20 19:51:05.839] [DEBUG] 风行网 - 风行 3907553 加入缓存队列
[2017-01-20 19:51:05.924] [DEBUG] 风行网 - 风行 3907579 加入缓存队列
[2017-01-20 19:51:05.992] [DEBUG] 风行网 - 风行 3918027 加入缓存队列
[2017-01-20 19:51:06.058] [DEBUG] 风行网 - 风行 3907559 加入缓存队列
[2017-01-20 19:51:06.135] [DEBUG] 风行网 - 视频数据请求完成
[2017-01-20 19:51:06.138] [DEBUG] 风行网 - 285
[2017-01-20 19:51:06.141] [DEBUG] 风行网 - undefined
[2017-01-20 19:51:06.151] [DEBUG] 风行网 - end
[2017-01-20 19:51:06.153] [DEBUG] 风行网 - 风行 3917942 加入缓存队列
