[2017-01-20 20:00:24.344] [TRACE] 风行网 - DealWith instantiation ...
[2017-01-20 20:00:31.987] [DEBUG] 风行网 - 风行 8097371 加入缓存队列
[2017-01-20 20:00:32.068] [DEBUG] 风行网 - 风行 8031087 加入缓存队列
[2017-01-20 20:00:32.160] [DEBUG] 风行网 - 风行 4504387 加入缓存队列
[2017-01-20 20:00:32.241] [DEBUG] 风行网 - 风行 4465152 加入缓存队列
[2017-01-20 20:00:32.324] [DEBUG] 风行网 - 风行 4464878 加入缓存队列
[2017-01-20 20:00:32.410] [DEBUG] 风行网 - 风行 4330112 加入缓存队列
[2017-01-20 20:00:32.486] [DEBUG] 风行网 - 风行 4287927 加入缓存队列
[2017-01-20 20:00:32.559] [DEBUG] 风行网 - 风行 4530173 加入缓存队列
[2017-01-20 20:00:32.635] [DEBUG] 风行网 - 风行 4524100 加入缓存队列
[2017-01-20 20:00:32.710] [DEBUG] 风行网 - 风行 4522265 加入缓存队列
[2017-01-20 20:00:32.795] [DEBUG] 风行网 - 风行 4513492 加入缓存队列
[2017-01-20 20:00:32.873] [DEBUG] 风行网 - 风行 4497680 加入缓存队列
[2017-01-20 20:00:32.944] [DEBUG] 风行网 - 风行 4490522 加入缓存队列
[2017-01-20 20:00:33.016] [DEBUG] 风行网 - 风行 4490327 加入缓存队列
[2017-01-20 20:00:33.098] [DEBUG] 风行网 - 风行 4490324 加入缓存队列
[2017-01-20 20:00:33.181] [DEBUG] 风行网 - 风行 4490304 加入缓存队列
[2017-01-20 20:00:33.263] [DEBUG] 风行网 - 风行 4485321 加入缓存队列
[2017-01-20 20:00:33.342] [DEBUG] 风行网 - 风行 4480990 加入缓存队列
[2017-01-20 20:00:33.403] [DEBUG] 风行网 - 风行 4477810 加入缓存队列
[2017-01-20 20:00:33.489] [DEBUG] 风行网 - 风行 4474769 加入缓存队列
[2017-01-20 20:00:33.578] [DEBUG] 风行网 - 风行 4464991 加入缓存队列
[2017-01-20 20:00:33.666] [DEBUG] 风行网 - 风行 4464491 加入缓存队列
[2017-01-20 20:00:33.747] [DEBUG] 风行网 - 风行 4461324 加入缓存队列
[2017-01-20 20:00:33.829] [DEBUG] 风行网 - 风行 4461020 加入缓存队列
[2017-01-20 20:00:33.907] [DEBUG] 风行网 - 风行 4446162 加入缓存队列
[2017-01-20 20:00:33.992] [DEBUG] 风行网 - 风行 4420167 加入缓存队列
[2017-01-20 20:00:34.085] [DEBUG] 风行网 - 风行 4420160 加入缓存队列
[2017-01-20 20:00:34.155] [DEBUG] 风行网 - 风行 4419724 加入缓存队列
[2017-01-20 20:00:34.239] [DEBUG] 风行网 - 风行 4401166 加入缓存队列
[2017-01-20 20:00:34.325] [DEBUG] 风行网 - 风行 4349568 加入缓存队列
[2017-01-20 20:00:34.405] [DEBUG] 风行网 - 风行 4345965 加入缓存队列
[2017-01-20 20:00:34.484] [DEBUG] 风行网 - 风行 4307941 加入缓存队列
[2017-01-20 20:00:34.585] [DEBUG] 风行网 - 风行 4172710 加入缓存队列
[2017-01-20 20:00:34.684] [DEBUG] 风行网 - 风行 4155578 加入缓存队列
[2017-01-20 20:00:34.790] [DEBUG] 风行网 - 风行 4145312 加入缓存队列
[2017-01-20 20:00:34.879] [DEBUG] 风行网 - 风行 4138799 加入缓存队列
[2017-01-20 20:00:35.169] [DEBUG] 风行网 - 风行 3905409 加入缓存队列
[2017-01-20 20:00:35.252] [DEBUG] 风行网 - 风行 3905406 加入缓存队列
[2017-01-20 20:00:35.334] [DEBUG] 风行网 - 风行 3905387 加入缓存队列
[2017-01-20 20:00:35.423] [DEBUG] 风行网 - 风行 3905378 加入缓存队列
[2017-01-20 20:00:35.495] [DEBUG] 风行网 - 风行 3905376 加入缓存队列
[2017-01-20 20:00:35.573] [DEBUG] 风行网 - 风行 3905371 加入缓存队列
[2017-01-20 20:00:35.660] [DEBUG] 风行网 - 风行 3905365 加入缓存队列
[2017-01-20 20:00:38.746] [DEBUG] 风行网 - 风行 3905348 加入缓存队列
[2017-01-20 20:00:38.831] [DEBUG] 风行网 - 风行 3905342 加入缓存队列
[2017-01-20 20:00:38.924] [DEBUG] 风行网 - 风行 3905318 加入缓存队列
[2017-01-20 20:00:39.008] [DEBUG] 风行网 - 风行 3905294 加入缓存队列
[2017-01-20 20:00:39.102] [DEBUG] 风行网 - 风行 3905282 加入缓存队列
[2017-01-20 20:00:39.172] [DEBUG] 风行网 - 风行 3905269 加入缓存队列
[2017-01-20 20:00:39.252] [DEBUG] 风行网 - 风行 3905216 加入缓存队列
[2017-01-20 20:00:39.349] [DEBUG] 风行网 - 风行 3905215 加入缓存队列
[2017-01-20 20:00:39.441] [DEBUG] 风行网 - 风行 3905214 加入缓存队列
[2017-01-20 20:00:39.530] [DEBUG] 风行网 - 风行 3905213 加入缓存队列
[2017-01-20 20:00:39.640] [DEBUG] 风行网 - 风行 3905200 加入缓存队列
[2017-01-20 20:00:39.719] [DEBUG] 风行网 - 风行 3905198 加入缓存队列
[2017-01-20 20:00:39.809] [DEBUG] 风行网 - 风行 3905181 加入缓存队列
[2017-01-20 20:00:39.890] [DEBUG] 风行网 - 风行 3905180 加入缓存队列
[2017-01-20 20:00:39.979] [DEBUG] 风行网 - 风行 3905179 加入缓存队列
[2017-01-20 20:00:40.063] [DEBUG] 风行网 - 风行 3905174 加入缓存队列
[2017-01-20 20:00:40.159] [DEBUG] 风行网 - 风行 3905171 加入缓存队列
[2017-01-20 20:00:40.270] [DEBUG] 风行网 - 风行 3905151 加入缓存队列
[2017-01-20 20:00:40.366] [DEBUG] 风行网 - 风行 3905118 加入缓存队列
[2017-01-20 20:00:40.448] [DEBUG] 风行网 - 风行 3905112 加入缓存队列
[2017-01-20 20:00:40.548] [DEBUG] 风行网 - 风行 3905110 加入缓存队列
[2017-01-20 20:00:40.659] [DEBUG] 风行网 - 风行 3905074 加入缓存队列
[2017-01-20 20:00:40.747] [DEBUG] 风行网 - 风行 3905054 加入缓存队列
[2017-01-20 20:00:41.045] [DEBUG] 风行网 - 风行 3905051 加入缓存队列
[2017-01-20 20:00:41.134] [DEBUG] 风行网 - 风行 3905038 加入缓存队列
[2017-01-20 20:00:41.494] [DEBUG] 风行网 - 风行 3905034 加入缓存队列
[2017-01-20 20:00:41.581] [DEBUG] 风行网 - 风行 3905028 加入缓存队列
[2017-01-20 20:00:41.657] [DEBUG] 风行网 - 风行 3905026 加入缓存队列
[2017-01-20 20:00:41.747] [DEBUG] 风行网 - 风行 3905025 加入缓存队列
[2017-01-20 20:00:41.830] [DEBUG] 风行网 - 风行 3905024 加入缓存队列
[2017-01-20 20:00:44.979] [DEBUG] 风行网 - 风行 3905022 加入缓存队列
[2017-01-20 20:00:45.064] [DEBUG] 风行网 - 风行 3905021 加入缓存队列
[2017-01-20 20:00:45.161] [DEBUG] 风行网 - 风行 3905019 加入缓存队列
[2017-01-20 20:00:45.235] [DEBUG] 风行网 - 风行 3905011 加入缓存队列
[2017-01-20 20:00:45.330] [DEBUG] 风行网 - 风行 3905001 加入缓存队列
[2017-01-20 20:00:45.406] [DEBUG] 风行网 - 风行 3904966 加入缓存队列
[2017-01-20 20:00:45.499] [DEBUG] 风行网 - 风行 3906373 加入缓存队列
[2017-01-20 20:00:45.570] [DEBUG] 风行网 - 风行 3906372 加入缓存队列
[2017-01-20 20:00:45.656] [DEBUG] 风行网 - 风行 3906357 加入缓存队列
[2017-01-20 20:00:45.747] [DEBUG] 风行网 - 风行 3906352 加入缓存队列
[2017-01-20 20:00:45.831] [DEBUG] 风行网 - 风行 3906350 加入缓存队列
[2017-01-20 20:00:45.909] [DEBUG] 风行网 - 风行 3906035 加入缓存队列
[2017-01-20 20:00:45.987] [DEBUG] 风行网 - 风行 3905886 加入缓存队列
[2017-01-20 20:00:46.284] [DEBUG] 风行网 - 风行 9088123 加入缓存队列
[2017-01-20 20:00:46.372] [DEBUG] 风行网 - 风行 9078877 加入缓存队列
[2017-01-20 20:00:46.453] [DEBUG] 风行网 - 风行 9070413 加入缓存队列
[2017-01-20 20:00:46.525] [DEBUG] 风行网 - 风行 9054457 加入缓存队列
[2017-01-20 20:00:46.611] [DEBUG] 风行网 - 风行 9050571 加入缓存队列
[2017-01-20 20:00:46.681] [DEBUG] 风行网 - 风行 9031879 加入缓存队列
[2017-01-20 20:00:46.768] [DEBUG] 风行网 - 风行 9021045 加入缓存队列
[2017-01-20 20:00:46.839] [DEBUG] 风行网 - 风行 9009007 加入缓存队列
[2017-01-20 20:00:46.930] [DEBUG] 风行网 - 风行 9001835 加入缓存队列
[2017-01-20 20:00:47.022] [DEBUG] 风行网 - 风行 8966579 加入缓存队列
[2017-01-20 20:00:47.107] [DEBUG] 风行网 - 风行 8955819 加入缓存队列
[2017-01-20 20:00:47.188] [DEBUG] 风行网 - 风行 8936797 加入缓存队列
[2017-01-20 20:00:47.272] [DEBUG] 风行网 - 风行 8924419 加入缓存队列
[2017-01-20 20:00:47.358] [DEBUG] 风行网 - 风行 8844641 加入缓存队列
[2017-01-20 20:00:47.434] [DEBUG] 风行网 - 风行 8839407 加入缓存队列
[2017-01-20 20:00:47.516] [DEBUG] 风行网 - 风行 8835715 加入缓存队列
[2017-01-20 20:00:47.603] [DEBUG] 风行网 - 风行 8832451 加入缓存队列
[2017-01-20 20:00:47.689] [DEBUG] 风行网 - 风行 8822623 加入缓存队列
[2017-01-20 20:00:47.772] [DEBUG] 风行网 - 风行 8820055 加入缓存队列
[2017-01-20 20:00:47.861] [DEBUG] 风行网 - 风行 8819977 加入缓存队列
[2017-01-20 20:00:47.943] [DEBUG] 风行网 - 风行 8814975 加入缓存队列
[2017-01-20 20:00:48.028] [DEBUG] 风行网 - 风行 8813325 加入缓存队列
[2017-01-20 20:00:48.103] [DEBUG] 风行网 - 风行 8809407 加入缓存队列
[2017-01-20 20:00:48.190] [DEBUG] 风行网 - 风行 8804843 加入缓存队列
[2017-01-20 20:00:48.261] [DEBUG] 风行网 - 风行 8800765 加入缓存队列
[2017-01-20 20:00:49.624] [DEBUG] 风行网 - 风行 8787331 加入缓存队列
[2017-01-20 20:00:49.717] [DEBUG] 风行网 - 风行 8783493 加入缓存队列
[2017-01-20 20:00:49.808] [DEBUG] 风行网 - 风行 8778973 加入缓存队列
[2017-01-20 20:00:49.898] [DEBUG] 风行网 - 风行 8769271 加入缓存队列
[2017-01-20 20:00:49.989] [DEBUG] 风行网 - 风行 8749663 加入缓存队列
[2017-01-20 20:00:50.069] [DEBUG] 风行网 - 风行 8733927 加入缓存队列
[2017-01-20 20:00:50.162] [DEBUG] 风行网 - 风行 8713721 加入缓存队列
[2017-01-20 20:00:50.245] [DEBUG] 风行网 - 风行 8709113 加入缓存队列
[2017-01-20 20:00:50.327] [DEBUG] 风行网 - 风行 8704505 加入缓存队列
[2017-01-20 20:00:50.400] [DEBUG] 风行网 - 风行 8693625 加入缓存队列
[2017-01-20 20:00:50.473] [DEBUG] 风行网 - 风行 8691049 加入缓存队列
[2017-01-20 20:00:50.551] [DEBUG] 风行网 - 风行 8689173 加入缓存队列
[2017-01-20 20:00:50.631] [DEBUG] 风行网 - 风行 8687249 加入缓存队列
[2017-01-20 20:00:50.711] [DEBUG] 风行网 - 风行 8684653 加入缓存队列
[2017-01-20 20:00:50.810] [DEBUG] 风行网 - 风行 8682593 加入缓存队列
[2017-01-20 20:00:50.895] [DEBUG] 风行网 - 风行 8670675 加入缓存队列
[2017-01-20 20:00:50.985] [DEBUG] 风行网 - 风行 8665881 加入缓存队列
[2017-01-20 20:00:51.087] [DEBUG] 风行网 - 风行 8661329 加入缓存队列
[2017-01-20 20:00:51.186] [DEBUG] 风行网 - 风行 8657053 加入缓存队列
[2017-01-20 20:00:51.269] [DEBUG] 风行网 - 风行 8653183 加入缓存队列
[2017-01-20 20:00:51.390] [DEBUG] 风行网 - 风行 8641931 加入缓存队列
[2017-01-20 20:00:51.474] [DEBUG] 风行网 - 风行 8639797 加入缓存队列
[2017-01-20 20:00:51.544] [DEBUG] 风行网 - 风行 8638041 加入缓存队列
[2017-01-20 20:00:53.023] [DEBUG] 风行网 - 风行 8635441 加入缓存队列
[2017-01-20 20:00:53.117] [DEBUG] 风行网 - 风行 8017512 加入缓存队列
[2017-01-20 20:00:53.565] [DEBUG] 风行网 - 风行 3917820 加入缓存队列
[2017-01-20 20:00:53.649] [DEBUG] 风行网 - 风行 3917779 加入缓存队列
[2017-01-20 20:00:53.730] [DEBUG] 风行网 - 风行 3917760 加入缓存队列
[2017-01-20 20:00:53.815] [DEBUG] 风行网 - 风行 3905687 加入缓存队列
[2017-01-20 20:00:53.894] [DEBUG] 风行网 - 风行 3905495 加入缓存队列
[2017-01-20 20:00:53.974] [DEBUG] 风行网 - 风行 3905697 加入缓存队列
[2017-01-20 20:00:54.051] [DEBUG] 风行网 - 风行 3905519 加入缓存队列
[2017-01-20 20:00:54.137] [DEBUG] 风行网 - 风行 3905542 加入缓存队列
[2017-01-20 20:00:54.223] [DEBUG] 风行网 - 风行 3905522 加入缓存队列
[2017-01-20 20:00:54.349] [DEBUG] 风行网 - 风行 3905596 加入缓存队列
[2017-01-20 20:00:54.677] [DEBUG] 风行网 - 风行 3906349 加入缓存队列
[2017-01-20 20:00:54.768] [DEBUG] 风行网 - 风行 3905841 加入缓存队列
[2017-01-20 20:00:54.853] [DEBUG] 风行网 - 风行 3905812 加入缓存队列
[2017-01-20 20:00:54.943] [DEBUG] 风行网 - 风行 3905297 加入缓存队列
[2017-01-20 20:00:55.242] [DEBUG] 风行网 - 风行 3905191 加入缓存队列
[2017-01-20 20:00:55.324] [DEBUG] 风行网 - 风行 3905149 加入缓存队列
[2017-01-20 20:00:55.408] [DEBUG] 风行网 - 风行 3905081 加入缓存队列
[2017-01-20 20:00:55.496] [DEBUG] 风行网 - 风行 3905069 加入缓存队列
[2017-01-20 20:00:55.583] [DEBUG] 风行网 - 风行 3905058 加入缓存队列
[2017-01-20 20:00:55.658] [DEBUG] 风行网 - 风行 3905053 加入缓存队列
[2017-01-20 20:00:55.736] [DEBUG] 风行网 - 风行 3905039 加入缓存队列
[2017-01-20 20:00:55.822] [DEBUG] 风行网 - 风行 3905036 加入缓存队列
[2017-01-20 20:00:55.906] [DEBUG] 风行网 - 风行 3905032 加入缓存队列
[2017-01-20 20:00:55.978] [DEBUG] 风行网 - 风行 3905016 加入缓存队列
[2017-01-20 20:00:56.511] [DEBUG] 风行网 - 风行 8012401 加入缓存队列
[2017-01-20 20:00:56.590] [DEBUG] 风行网 - 风行 8001168 加入缓存队列
[2017-01-20 20:00:56.663] [DEBUG] 风行网 - 风行 4517663 加入缓存队列
[2017-01-20 20:00:56.744] [DEBUG] 风行网 - 风行 4500266 加入缓存队列
[2017-01-20 20:00:56.818] [DEBUG] 风行网 - 风行 4485379 加入缓存队列
[2017-01-20 20:00:56.902] [DEBUG] 风行网 - 风行 4479277 加入缓存队列
[2017-01-20 20:00:56.992] [DEBUG] 风行网 - 风行 4429570 加入缓存队列
[2017-01-20 20:00:57.071] [DEBUG] 风行网 - 风行 4411342 加入缓存队列
[2017-01-20 20:00:57.145] [DEBUG] 风行网 - 风行 4188738 加入缓存队列
[2017-01-20 20:00:57.222] [DEBUG] 风行网 - 风行 4145063 加入缓存队列
[2017-01-20 20:00:57.314] [DEBUG] 风行网 - 风行 4145222 加入缓存队列
[2017-01-20 20:00:57.398] [DEBUG] 风行网 - 风行 4145087 加入缓存队列
[2017-01-20 20:00:57.478] [DEBUG] 风行网 - 风行 4144965 加入缓存队列
[2017-01-20 20:00:57.567] [DEBUG] 风行网 - 风行 4077365 加入缓存队列
[2017-01-20 20:00:57.654] [DEBUG] 风行网 - 风行 4065380 加入缓存队列
[2017-01-20 20:00:57.731] [DEBUG] 风行网 - 风行 4016045 加入缓存队列
[2017-01-20 20:00:57.805] [DEBUG] 风行网 - 风行 4001325 加入缓存队列
[2017-01-20 20:00:57.885] [DEBUG] 风行网 - 风行 3994832 加入缓存队列
[2017-01-20 20:00:57.962] [DEBUG] 风行网 - 风行 3994913 加入缓存队列
[2017-01-20 20:00:59.226] [DEBUG] 风行网 - 风行 3946823 加入缓存队列
[2017-01-20 20:00:59.416] [DEBUG] 风行网 - 风行 3946830 加入缓存队列
[2017-01-20 20:00:59.508] [DEBUG] 风行网 - 风行 3917735 加入缓存队列
[2017-01-20 20:00:59.597] [DEBUG] 风行网 - 风行 3905619 加入缓存队列
[2017-01-20 20:00:59.683] [DEBUG] 风行网 - 风行 3905577 加入缓存队列
[2017-01-20 20:00:59.783] [DEBUG] 风行网 - 风行 3905789 加入缓存队列
[2017-01-20 20:00:59.881] [DEBUG] 风行网 - 风行 3905444 加入缓存队列
[2017-01-20 20:00:59.973] [DEBUG] 风行网 - 风行 3905469 加入缓存队列
[2017-01-20 20:01:00.067] [DEBUG] 风行网 - 风行 3905492 加入缓存队列
[2017-01-20 20:01:00.164] [DEBUG] 风行网 - 风行 3905460 加入缓存队列
[2017-01-20 20:01:00.276] [DEBUG] 风行网 - 风行 3905468 加入缓存队列
[2017-01-20 20:01:00.600] [DEBUG] 风行网 - 风行 4070720 加入缓存队列
[2017-01-20 20:01:00.686] [DEBUG] 风行网 - 风行 3994933 加入缓存队列
[2017-01-20 20:01:00.779] [DEBUG] 风行网 - 风行 3917838 加入缓存队列
[2017-01-20 20:01:00.868] [DEBUG] 风行网 - 风行 3905493 加入缓存队列
[2017-01-20 20:01:00.974] [DEBUG] 风行网 - 风行 3905578 加入缓存队列
[2017-01-20 20:01:01.238] [DEBUG] 风行网 - 风行 4477021 加入缓存队列
[2017-01-20 20:01:01.324] [DEBUG] 风行网 - 风行 4198994 加入缓存队列
[2017-01-20 20:01:01.418] [DEBUG] 风行网 - 风行 4145094 加入缓存队列
[2017-01-20 20:01:01.520] [DEBUG] 风行网 - 风行 4145038 加入缓存队列
[2017-01-20 20:01:01.818] [DEBUG] 风行网 - 风行 4145002 加入缓存队列
[2017-01-20 20:01:01.910] [DEBUG] 风行网 - 风行 4065365 加入缓存队列
[2017-01-20 20:01:02.008] [DEBUG] 风行网 - 风行 3978483 加入缓存队列
[2017-01-20 20:01:02.094] [DEBUG] 风行网 - 风行 3978683 加入缓存队列
[2017-01-20 20:01:02.181] [DEBUG] 风行网 - 风行 3994340 加入缓存队列
[2017-01-20 20:01:02.260] [DEBUG] 风行网 - 风行 3908087 加入缓存队列
[2017-01-20 20:01:02.342] [DEBUG] 风行网 - 风行 3907384 加入缓存队列
[2017-01-20 20:01:02.426] [DEBUG] 风行网 - 风行 3907404 加入缓存队列
[2017-01-20 20:01:02.503] [DEBUG] 风行网 - 风行 3907373 加入缓存队列
[2017-01-20 20:01:02.587] [DEBUG] 风行网 - 风行 3907411 加入缓存队列
[2017-01-20 20:01:02.676] [DEBUG] 风行网 - 风行 3907413 加入缓存队列
[2017-01-20 20:01:02.762] [DEBUG] 风行网 - 风行 3918047 加入缓存队列
[2017-01-20 20:01:02.842] [DEBUG] 风行网 - 风行 3907525 加入缓存队列
[2017-01-20 20:01:02.930] [DEBUG] 风行网 - 风行 3918015 加入缓存队列
[2017-01-20 20:01:03.008] [DEBUG] 风行网 - 风行 3907542 加入缓存队列
[2017-01-20 20:01:03.080] [DEBUG] 风行网 - 风行 3917998 加入缓存队列
[2017-01-20 20:01:03.167] [DEBUG] 风行网 - 风行 3907550 加入缓存队列
[2017-01-20 20:01:03.257] [DEBUG] 风行网 - 风行 3907553 加入缓存队列
[2017-01-20 20:01:03.392] [DEBUG] 风行网 - 风行 3907579 加入缓存队列
[2017-01-20 20:01:03.482] [DEBUG] 风行网 - 风行 3918027 加入缓存队列
[2017-01-20 20:01:03.558] [DEBUG] 风行网 - 风行 3907559 加入缓存队列
[2017-01-20 20:01:03.640] [DEBUG] 风行网 - 视频数据请求完成
[2017-01-20 20:01:03.643] [DEBUG] 风行网 - 风行 3917942 加入缓存队列
