[2017-01-22 14:12:53.892] [TRACE] 风行网 - DealWith instantiation ...
[2017-01-22 14:12:59.861] [DEBUG] 风行网 - 风行 9021039 加入缓存队列
[2017-01-22 14:12:59.940] [DEBUG] 风行网 - 风行 8964715 加入缓存队列
[2017-01-22 14:13:00.006] [DEBUG] 风行网 - 风行 8924411 加入缓存队列
[2017-01-22 14:13:00.080] [DEBUG] 风行网 - 风行 8837429 加入缓存队列
[2017-01-22 14:13:00.177] [DEBUG] 风行网 - 风行 8818471 加入缓存队列
[2017-01-22 14:13:00.317] [DEBUG] 风行网 - 风行 8783725 加入缓存队列
[2017-01-22 14:13:00.411] [DEBUG] 风行网 - 风行 8734015 加入缓存队列
[2017-01-22 14:13:00.504] [DEBUG] 风行网 - 风行 8691047 加入缓存队列
[2017-01-22 14:13:00.582] [DEBUG] 风行网 - 风行 8665873 加入缓存队列
[2017-01-22 14:13:00.660] [DEBUG] 风行网 - 风行 8640481 加入缓存队列
[2017-01-22 14:13:00.754] [DEBUG] 风行网 - 风行 8627345 加入缓存队列
[2017-01-22 14:13:00.879] [DEBUG] 风行网 - 风行 8625073 加入缓存队列
[2017-01-22 14:13:00.972] [DEBUG] 风行网 - 风行 8617787 加入缓存队列
[2017-01-22 14:13:01.066] [DEBUG] 风行网 - 风行 8097371 加入缓存队列
[2017-01-22 14:13:01.159] [DEBUG] 风行网 - 风行 8031087 加入缓存队列
[2017-01-22 14:13:01.253] [DEBUG] 风行网 - 风行 4504387 加入缓存队列
[2017-01-22 14:13:01.347] [DEBUG] 风行网 - 风行 4465152 加入缓存队列
[2017-01-22 14:13:01.425] [DEBUG] 风行网 - 风行 4464878 加入缓存队列
[2017-01-22 14:13:01.518] [DEBUG] 风行网 - 风行 4330112 加入缓存队列
[2017-01-22 14:13:01.612] [DEBUG] 风行网 - 风行 4287927 加入缓存队列
[2017-01-22 14:13:01.705] [DEBUG] 风行网 - 风行 4530173 加入缓存队列
[2017-01-22 14:13:01.783] [DEBUG] 风行网 - 风行 4524100 加入缓存队列
[2017-01-22 14:13:01.861] [DEBUG] 风行网 - 风行 4522265 加入缓存队列
[2017-01-22 14:13:01.939] [DEBUG] 风行网 - 风行 4513492 加入缓存队列
[2017-01-22 14:13:02.033] [DEBUG] 风行网 - 风行 4497680 加入缓存队列
[2017-01-22 14:13:02.111] [DEBUG] 风行网 - 风行 4490522 加入缓存队列
[2017-01-22 14:13:02.205] [DEBUG] 风行网 - 风行 4490327 加入缓存队列
[2017-01-22 14:13:02.283] [DEBUG] 风行网 - 风行 4490324 加入缓存队列
[2017-01-22 14:13:02.361] [DEBUG] 风行网 - 风行 4490304 加入缓存队列
[2017-01-22 14:13:02.439] [DEBUG] 风行网 - 风行 4485321 加入缓存队列
[2017-01-22 14:13:02.517] [DEBUG] 风行网 - 风行 4480990 加入缓存队列
[2017-01-22 14:13:02.595] [DEBUG] 风行网 - 风行 4477810 加入缓存队列
[2017-01-22 14:13:02.688] [DEBUG] 风行网 - 风行 4474769 加入缓存队列
[2017-01-22 14:13:02.782] [DEBUG] 风行网 - 风行 4464991 加入缓存队列
[2017-01-22 14:13:04.010] [DEBUG] 风行网 - 风行 4464491 加入缓存队列
[2017-01-22 14:13:04.088] [DEBUG] 风行网 - 风行 4461324 加入缓存队列
[2017-01-22 14:13:04.177] [DEBUG] 风行网 - 风行 4461020 加入缓存队列
[2017-01-22 14:13:04.257] [DEBUG] 风行网 - 风行 4446162 加入缓存队列
[2017-01-22 14:13:04.326] [DEBUG] 风行网 - 风行 4420167 加入缓存队列
[2017-01-22 14:13:04.421] [DEBUG] 风行网 - 风行 4420160 加入缓存队列
[2017-01-22 14:13:04.504] [DEBUG] 风行网 - 风行 4419724 加入缓存队列
[2017-01-22 14:13:04.579] [DEBUG] 风行网 - 风行 4401166 加入缓存队列
[2017-01-22 14:13:04.671] [DEBUG] 风行网 - 风行 4349568 加入缓存队列
[2017-01-22 14:13:04.752] [DEBUG] 风行网 - 风行 4345965 加入缓存队列
[2017-01-22 14:13:04.828] [DEBUG] 风行网 - 风行 4307941 加入缓存队列
[2017-01-22 14:13:04.914] [DEBUG] 风行网 - 风行 4172710 加入缓存队列
[2017-01-22 14:13:04.989] [DEBUG] 风行网 - 风行 4155578 加入缓存队列
[2017-01-22 14:13:05.058] [DEBUG] 风行网 - 风行 4145312 加入缓存队列
[2017-01-22 14:13:05.155] [DEBUG] 风行网 - 风行 4138799 加入缓存队列
[2017-01-22 14:13:05.440] [DEBUG] 风行网 - 风行 3905409 加入缓存队列
[2017-01-22 14:13:05.518] [DEBUG] 风行网 - 风行 3905406 加入缓存队列
[2017-01-22 14:13:05.611] [DEBUG] 风行网 - 风行 3905387 加入缓存队列
[2017-01-22 14:13:05.689] [DEBUG] 风行网 - 风行 3905378 加入缓存队列
[2017-01-22 14:13:05.783] [DEBUG] 风行网 - 风行 3905376 加入缓存队列
[2017-01-22 14:13:05.876] [DEBUG] 风行网 - 风行 3905371 加入缓存队列
[2017-01-22 14:13:05.954] [DEBUG] 风行网 - 风行 3905365 加入缓存队列
[2017-01-22 14:13:06.032] [DEBUG] 风行网 - 风行 3905348 加入缓存队列
[2017-01-22 14:13:06.126] [DEBUG] 风行网 - 风行 3905342 加入缓存队列
[2017-01-22 14:13:06.220] [DEBUG] 风行网 - 风行 3905318 加入缓存队列
[2017-01-22 14:13:06.313] [DEBUG] 风行网 - 风行 3905294 加入缓存队列
[2017-01-22 14:13:06.407] [DEBUG] 风行网 - 风行 3905282 加入缓存队列
[2017-01-22 14:13:06.532] [DEBUG] 风行网 - 风行 3905269 加入缓存队列
[2017-01-22 14:13:06.641] [DEBUG] 风行网 - 风行 3905216 加入缓存队列
[2017-01-22 14:13:06.734] [DEBUG] 风行网 - 风行 3905215 加入缓存队列
[2017-01-22 14:13:06.812] [DEBUG] 风行网 - 风行 3905214 加入缓存队列
[2017-01-22 14:13:06.968] [DEBUG] 风行网 - 风行 3905213 加入缓存队列
[2017-01-22 14:13:07.078] [DEBUG] 风行网 - 风行 3905200 加入缓存队列
[2017-01-22 14:13:07.171] [DEBUG] 风行网 - 风行 3905198 加入缓存队列
[2017-01-22 14:13:07.483] [DEBUG] 风行网 - 风行 3905181 加入缓存队列
[2017-01-22 14:13:07.592] [DEBUG] 风行网 - 风行 3905180 加入缓存队列
[2017-01-22 14:13:07.686] [DEBUG] 风行网 - 风行 3905179 加入缓存队列
[2017-01-22 14:13:08.029] [DEBUG] 风行网 - 风行 3905174 加入缓存队列
[2017-01-22 14:13:08.123] [DEBUG] 风行网 - 风行 3905171 加入缓存队列
[2017-01-22 14:13:08.232] [DEBUG] 风行网 - 风行 3905151 加入缓存队列
[2017-01-22 14:13:08.326] [DEBUG] 风行网 - 风行 3905118 加入缓存队列
[2017-01-22 14:13:08.419] [DEBUG] 风行网 - 风行 3905112 加入缓存队列
[2017-01-22 14:13:08.544] [DEBUG] 风行网 - 风行 3905110 加入缓存队列
[2017-01-22 14:13:08.625] [DEBUG] 风行网 - 风行 3905074 加入缓存队列
[2017-01-22 14:13:08.930] [DEBUG] 风行网 - 风行 3905054 加入缓存队列
[2017-01-22 14:13:09.064] [DEBUG] 风行网 - 风行 3905051 加入缓存队列
[2017-01-22 14:13:09.175] [DEBUG] 风行网 - 风行 3905038 加入缓存队列
[2017-01-22 14:13:09.256] [DEBUG] 风行网 - 风行 3905034 加入缓存队列
[2017-01-22 14:13:09.338] [DEBUG] 风行网 - 风行 3905028 加入缓存队列
[2017-01-22 14:13:09.529] [DEBUG] 风行网 - 风行 3905026 加入缓存队列
[2017-01-22 14:13:09.616] [DEBUG] 风行网 - 风行 3905025 加入缓存队列
[2017-01-22 14:13:09.699] [DEBUG] 风行网 - 风行 3905024 加入缓存队列
[2017-01-22 14:13:09.792] [DEBUG] 风行网 - 风行 3905022 加入缓存队列
[2017-01-22 14:13:09.876] [DEBUG] 风行网 - 风行 3905021 加入缓存队列
[2017-01-22 14:13:10.039] [DEBUG] 风行网 - 风行 3905019 加入缓存队列
[2017-01-22 14:13:10.125] [DEBUG] 风行网 - 风行 3905011 加入缓存队列
[2017-01-22 14:13:10.203] [DEBUG] 风行网 - 风行 3905001 加入缓存队列
[2017-01-22 14:13:10.296] [DEBUG] 风行网 - 风行 3904966 加入缓存队列
[2017-01-22 14:13:10.375] [DEBUG] 风行网 - 风行 3906373 加入缓存队列
[2017-01-22 14:13:10.453] [DEBUG] 风行网 - 风行 3906372 加入缓存队列
[2017-01-22 14:13:10.531] [DEBUG] 风行网 - 风行 3906357 加入缓存队列
[2017-01-22 14:13:10.609] [DEBUG] 风行网 - 风行 3906352 加入缓存队列
[2017-01-22 14:13:10.702] [DEBUG] 风行网 - 风行 3906350 加入缓存队列
[2017-01-22 14:13:10.796] [DEBUG] 风行网 - 风行 3906035 加入缓存队列
[2017-01-22 14:13:10.890] [DEBUG] 风行网 - 风行 3905886 加入缓存队列
[2017-01-22 14:13:11.268] [DEBUG] 风行网 - 风行 9088123 加入缓存队列
[2017-01-22 14:13:11.346] [DEBUG] 风行网 - 风行 9078877 加入缓存队列
[2017-01-22 14:13:11.440] [DEBUG] 风行网 - 风行 9070413 加入缓存队列
[2017-01-22 14:13:11.533] [DEBUG] 风行网 - 风行 9054457 加入缓存队列
[2017-01-22 14:13:11.611] [DEBUG] 风行网 - 风行 9050571 加入缓存队列
[2017-01-22 14:13:11.705] [DEBUG] 风行网 - 风行 9031879 加入缓存队列
[2017-01-22 14:13:11.783] [DEBUG] 风行网 - 风行 9021045 加入缓存队列
[2017-01-22 14:13:11.876] [DEBUG] 风行网 - 风行 9009007 加入缓存队列
[2017-01-22 14:13:11.954] [DEBUG] 风行网 - 风行 9001835 加入缓存队列
[2017-01-22 14:13:12.048] [DEBUG] 风行网 - 风行 8966579 加入缓存队列
[2017-01-22 14:13:12.142] [DEBUG] 风行网 - 风行 8955819 加入缓存队列
[2017-01-22 14:13:12.220] [DEBUG] 风行网 - 风行 8936797 加入缓存队列
[2017-01-22 14:13:12.298] [DEBUG] 风行网 - 风行 8924419 加入缓存队列
[2017-01-22 14:13:12.391] [DEBUG] 风行网 - 风行 8844641 加入缓存队列
[2017-01-22 14:13:12.469] [DEBUG] 风行网 - 风行 8839407 加入缓存队列
[2017-01-22 14:13:12.547] [DEBUG] 风行网 - 风行 8835715 加入缓存队列
[2017-01-22 14:13:12.641] [DEBUG] 风行网 - 风行 8832451 加入缓存队列
[2017-01-22 14:13:12.719] [DEBUG] 风行网 - 风行 8822623 加入缓存队列
[2017-01-22 14:13:12.812] [DEBUG] 风行网 - 风行 8820055 加入缓存队列
[2017-01-22 14:13:12.906] [DEBUG] 风行网 - 风行 8819977 加入缓存队列
[2017-01-22 14:13:12.984] [DEBUG] 风行网 - 风行 8814975 加入缓存队列
[2017-01-22 14:13:13.078] [DEBUG] 风行网 - 风行 8813325 加入缓存队列
[2017-01-22 14:13:13.156] [DEBUG] 风行网 - 风行 8809407 加入缓存队列
[2017-01-22 14:13:13.249] [DEBUG] 风行网 - 风行 8804843 加入缓存队列
[2017-01-22 14:13:13.343] [DEBUG] 风行网 - 风行 8800765 加入缓存队列
[2017-01-22 14:13:13.436] [DEBUG] 风行网 - 风行 8787331 加入缓存队列
[2017-01-22 14:13:13.514] [DEBUG] 风行网 - 风行 8783493 加入缓存队列
[2017-01-22 14:13:13.608] [DEBUG] 风行网 - 风行 8778973 加入缓存队列
[2017-01-22 14:13:13.748] [DEBUG] 风行网 - 风行 8769271 加入缓存队列
[2017-01-22 14:13:13.826] [DEBUG] 风行网 - 风行 8749663 加入缓存队列
[2017-01-22 14:13:13.910] [DEBUG] 风行网 - 风行 8733927 加入缓存队列
[2017-01-22 14:13:14.045] [DEBUG] 风行网 - 风行 8713721 加入缓存队列
[2017-01-22 14:13:14.143] [DEBUG] 风行网 - 风行 8709113 加入缓存队列
[2017-01-22 14:13:14.225] [DEBUG] 风行网 - 风行 8704505 加入缓存队列
[2017-01-22 14:13:14.309] [DEBUG] 风行网 - 风行 8693625 加入缓存队列
[2017-01-22 14:13:14.393] [DEBUG] 风行网 - 风行 8691049 加入缓存队列
[2017-01-22 14:13:14.477] [DEBUG] 风行网 - 风行 8689173 加入缓存队列
[2017-01-22 14:13:14.560] [DEBUG] 风行网 - 风行 8687249 加入缓存队列
[2017-01-22 14:13:15.889] [DEBUG] 风行网 - 风行 8684653 加入缓存队列
[2017-01-22 14:13:15.982] [DEBUG] 风行网 - 风行 8682593 加入缓存队列
[2017-01-22 14:13:16.076] [DEBUG] 风行网 - 风行 8670675 加入缓存队列
[2017-01-22 14:13:16.185] [DEBUG] 风行网 - 风行 8665881 加入缓存队列
[2017-01-22 14:13:16.294] [DEBUG] 风行网 - 风行 8661329 加入缓存队列
[2017-01-22 14:13:16.403] [DEBUG] 风行网 - 风行 8657053 加入缓存队列
[2017-01-22 14:13:16.497] [DEBUG] 风行网 - 风行 8653183 加入缓存队列
[2017-01-22 14:13:16.606] [DEBUG] 风行网 - 风行 8641931 加入缓存队列
[2017-01-22 14:13:16.684] [DEBUG] 风行网 - 风行 8639797 加入缓存队列
[2017-01-22 14:13:16.778] [DEBUG] 风行网 - 风行 8638041 加入缓存队列
[2017-01-22 14:13:16.887] [DEBUG] 风行网 - 风行 8635441 加入缓存队列
[2017-01-22 14:13:16.949] [DEBUG] 风行网 - 风行 8017512 加入缓存队列
[2017-01-22 14:13:17.277] [DEBUG] 风行网 - 风行 3917820 加入缓存队列
[2017-01-22 14:13:17.355] [DEBUG] 风行网 - 风行 3917779 加入缓存队列
[2017-01-22 14:13:17.449] [DEBUG] 风行网 - 风行 3917760 加入缓存队列
[2017-01-22 14:13:17.651] [DEBUG] 风行网 - 风行 3905687 加入缓存队列
[2017-01-22 14:13:17.963] [DEBUG] 风行网 - 风行 3905495 加入缓存队列
[2017-01-22 14:13:18.041] [DEBUG] 风行网 - 风行 3905697 加入缓存队列
[2017-01-22 14:13:18.119] [DEBUG] 风行网 - 风行 3905519 加入缓存队列
[2017-01-22 14:13:18.480] [DEBUG] 风行网 - 风行 3905542 加入缓存队列
[2017-01-22 14:13:18.574] [DEBUG] 风行网 - 风行 3905522 加入缓存队列
[2017-01-22 14:13:18.652] [DEBUG] 风行网 - 风行 3905596 加入缓存队列
[2017-01-22 14:13:18.994] [DEBUG] 风行网 - 风行 3906349 加入缓存队列
[2017-01-22 14:13:19.088] [DEBUG] 风行网 - 风行 3905841 加入缓存队列
[2017-01-22 14:13:19.184] [DEBUG] 风行网 - 风行 3905812 加入缓存队列
[2017-01-22 14:13:19.268] [DEBUG] 风行网 - 风行 3905297 加入缓存队列
[2017-01-22 14:13:19.345] [DEBUG] 风行网 - 风行 3905191 加入缓存队列
[2017-01-22 14:13:19.429] [DEBUG] 风行网 - 风行 3905149 加入缓存队列
[2017-01-22 14:13:19.505] [DEBUG] 风行网 - 风行 3905081 加入缓存队列
[2017-01-22 14:13:19.587] [DEBUG] 风行网 - 风行 3905069 加入缓存队列
[2017-01-22 14:13:19.654] [DEBUG] 风行网 - 风行 3905058 加入缓存队列
[2017-01-22 14:13:19.759] [DEBUG] 风行网 - 风行 3905053 加入缓存队列
[2017-01-22 14:13:19.844] [DEBUG] 风行网 - 风行 3905039 加入缓存队列
[2017-01-22 14:13:19.926] [DEBUG] 风行网 - 风行 3905036 加入缓存队列
[2017-01-22 14:13:20.215] [DEBUG] 风行网 - 风行 3905032 加入缓存队列
[2017-01-22 14:13:20.298] [DEBUG] 风行网 - 风行 3905016 加入缓存队列
[2017-01-22 14:13:20.587] [DEBUG] 风行网 - 风行 8012401 加入缓存队列
[2017-01-22 14:13:20.665] [DEBUG] 风行网 - 风行 8001168 加入缓存队列
[2017-01-22 14:13:20.774] [DEBUG] 风行网 - 风行 4517663 加入缓存队列
[2017-01-22 14:13:20.868] [DEBUG] 风行网 - 风行 4500266 加入缓存队列
[2017-01-22 14:13:21.258] [DEBUG] 风行网 - 风行 4485379 加入缓存队列
[2017-01-22 14:13:21.336] [DEBUG] 风行网 - 风行 4479277 加入缓存队列
[2017-01-22 14:13:21.429] [DEBUG] 风行网 - 风行 4429570 加入缓存队列
[2017-01-22 14:13:22.646] [DEBUG] 风行网 - 风行 4411342 加入缓存队列
[2017-01-22 14:13:22.755] [DEBUG] 风行网 - 风行 4188738 加入缓存队列
[2017-01-22 14:13:22.865] [DEBUG] 风行网 - 风行 4145063 加入缓存队列
[2017-01-22 14:13:22.943] [DEBUG] 风行网 - 风行 4145222 加入缓存队列
[2017-01-22 14:13:23.052] [DEBUG] 风行网 - 风行 4145087 加入缓存队列
[2017-01-22 14:13:23.161] [DEBUG] 风行网 - 风行 4144965 加入缓存队列
[2017-01-22 14:13:23.255] [DEBUG] 风行网 - 风行 4077365 加入缓存队列
[2017-01-22 14:13:23.348] [DEBUG] 风行网 - 风行 4065380 加入缓存队列
[2017-01-22 14:13:23.442] [DEBUG] 风行网 - 风行 4016045 加入缓存队列
[2017-01-22 14:13:23.535] [DEBUG] 风行网 - 风行 4001325 加入缓存队列
[2017-01-22 14:13:23.629] [DEBUG] 风行网 - 风行 3994832 加入缓存队列
[2017-01-22 14:13:23.723] [DEBUG] 风行网 - 风行 3994913 加入缓存队列
[2017-01-22 14:13:23.801] [DEBUG] 风行网 - 风行 3946823 加入缓存队列
[2017-01-22 14:13:23.888] [DEBUG] 风行网 - 风行 3946830 加入缓存队列
[2017-01-22 14:13:23.988] [DEBUG] 风行网 - 风行 3917735 加入缓存队列
[2017-01-22 14:13:24.082] [DEBUG] 风行网 - 风行 3905619 加入缓存队列
[2017-01-22 14:13:24.170] [DEBUG] 风行网 - 风行 3905577 加入缓存队列
[2017-01-22 14:13:24.259] [DEBUG] 风行网 - 风行 3905789 加入缓存队列
[2017-01-22 14:13:24.344] [DEBUG] 风行网 - 风行 3905444 加入缓存队列
[2017-01-22 14:13:24.428] [DEBUG] 风行网 - 风行 3905469 加入缓存队列
[2017-01-22 14:13:24.514] [DEBUG] 风行网 - 风行 3905492 加入缓存队列
[2017-01-22 14:13:24.808] [DEBUG] 风行网 - 风行 3905460 加入缓存队列
[2017-01-22 14:13:24.890] [DEBUG] 风行网 - 风行 3905468 加入缓存队列
[2017-01-22 14:13:25.152] [DEBUG] 风行网 - 风行 4070720 加入缓存队列
[2017-01-22 14:13:26.412] [DEBUG] 风行网 - 风行 3994933 加入缓存队列
[2017-01-22 14:13:26.599] [DEBUG] 风行网 - 风行 3917838 加入缓存队列
[2017-01-22 14:13:26.677] [DEBUG] 风行网 - 风行 3905493 加入缓存队列
[2017-01-22 14:13:26.771] [DEBUG] 风行网 - 风行 3905578 加入缓存队列
[2017-01-22 14:13:27.036] [DEBUG] 风行网 - 风行 4477021 加入缓存队列
[2017-01-22 14:13:27.145] [DEBUG] 风行网 - 风行 4198994 加入缓存队列
[2017-01-22 14:13:27.239] [DEBUG] 风行网 - 风行 4145094 加入缓存队列
[2017-01-22 14:13:27.332] [DEBUG] 风行网 - 风行 4145038 加入缓存队列
[2017-01-22 14:13:28.034] [DEBUG] 风行网 - 风行 4145002 加入缓存队列
[2017-01-22 14:13:28.128] [DEBUG] 风行网 - 风行 4065365 加入缓存队列
[2017-01-22 14:13:28.221] [DEBUG] 风行网 - 风行 3978483 加入缓存队列
[2017-01-22 14:13:28.299] [DEBUG] 风行网 - 风行 3978683 加入缓存队列
[2017-01-22 14:13:28.393] [DEBUG] 风行网 - 风行 3994340 加入缓存队列
[2017-01-22 14:13:28.487] [DEBUG] 风行网 - 风行 3908087 加入缓存队列
[2017-01-22 14:13:28.565] [DEBUG] 风行网 - 风行 3907384 加入缓存队列
[2017-01-22 14:13:28.658] [DEBUG] 风行网 - 风行 3907404 加入缓存队列
[2017-01-22 14:13:28.736] [DEBUG] 风行网 - 风行 3907373 加入缓存队列
[2017-01-22 14:13:28.814] [DEBUG] 风行网 - 风行 3907411 加入缓存队列
[2017-01-22 14:13:28.919] [DEBUG] 风行网 - 风行 3907413 加入缓存队列
[2017-01-22 14:13:28.991] [DEBUG] 风行网 - 风行 3918047 加入缓存队列
[2017-01-22 14:13:29.088] [DEBUG] 风行网 - 风行 3907525 加入缓存队列
[2017-01-22 14:13:29.167] [DEBUG] 风行网 - 风行 3918015 加入缓存队列
[2017-01-22 14:13:29.252] [DEBUG] 风行网 - 风行 3907542 加入缓存队列
[2017-01-22 14:13:29.335] [DEBUG] 风行网 - 风行 3917998 加入缓存队列
[2017-01-22 14:13:29.414] [DEBUG] 风行网 - 风行 3907550 加入缓存队列
[2017-01-22 14:13:29.493] [DEBUG] 风行网 - 风行 3907553 加入缓存队列
[2017-01-22 14:13:29.578] [DEBUG] 风行网 - 风行 3907579 加入缓存队列
[2017-01-22 14:13:29.659] [DEBUG] 风行网 - 风行 3918027 加入缓存队列
[2017-01-22 14:13:29.759] [DEBUG] 风行网 - 风行 3907559 加入缓存队列
[2017-01-22 14:13:29.842] [DEBUG] 风行网 - 视频数据请求完成
[2017-01-22 14:13:30.324] [DEBUG] 风行网 - 608_result { user: '粉丝数信息已返回', media: '视频信息已返回' }
[2017-01-22 14:13:30.324] [DEBUG] 风行网 - 285
[2017-01-22 14:13:30.324] [DEBUG] 风行网 - undefined
[2017-01-22 14:13:30.324] [DEBUG] 风行网 - end
[2017-01-22 14:13:30.324] [DEBUG] 风行网 - 风行 3917942 加入缓存队列
